,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
5904,new,1.Platinum,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,2845.0,No Nice have skill,29.2,,0,0,0.0,5845
5905,new,1.Platinum,2.Rest of US,,,2,2,2,0,177.0,No Nice have skill,495.0,No Nice have skill,29.2,,0,0,0.0,5847
5906,new,1.Platinum,2.Rest of US,,,1,1,1,0,351.0,No Nice have skill,686.0,No Nice have skill,29.2,,0,0,0.0,5846
5907,new,1.Platinum,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,2845.0,No Nice have skill,29.2,,0,0,0.0,5844
5909,new,1.Platinum,3.Top 30 GDP,Other,p1,1,1,1,0,296.0,No Nice have skill,756.0,No Nice have skill,5.8,40.0,0,0,0.0,6769
5911,new,1.Platinum,1.Bay Area,Backend Systems,p0,8,5,4,4,0.0,0,25.0,55.0,56.6,,0,2,0.0,7807
5912,new,1.Platinum,1.Bay Area,Backend Systems,p0,9,7,5,4,0.0,0,42.0,55.0,56.6,,0,2,0.0,7808
5913,new,1.Platinum,1.Bay Area,Backend Systems,p0,9,6,4,5,0.0,0,115.0,6.0,56.6,,0,2,0.0,7542
5914,new,1.Platinum,1.Bay Area,Backend Systems,p0,8,5,4,4,0.0,0,25.0,55.0,56.6,,0,2,0.0,7806
5915,new,1.Platinum,1.Bay Area,Backend Systems,p0,9,6,4,5,0.0,0,115.0,6.0,56.6,,0,2,0.0,7805
5946,new,1.Platinum,2.Rest of US,QA,p0,8,5,2,6,65.0,0,1097.0,3.0,29.2,40.0,0,2,0.0,5379
6161,new,1.Platinum,2.Rest of US,Backend Systems,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,0.0,2380
6163,new,1.Platinum,1.Bay Area,Data Engineering,,6,5,5,1,0.0,0,28.0,641.0,56.6,,0,2,0.0,8470
6164,new,1.Platinum,1.Bay Area,Full Stack,p1,7,8,3,4,24.0,1.0,634.0,55.0,56.6,,0,2,1.0,5265
6165,new,1.Platinum,1.Bay Area,Full Stack,,8,9,5,3,0.0,0,261.0,441.0,56.6,,0,2,1.0,6952
6166,new,1.Platinum,1.Bay Area,Full Stack,p1,3,4,3,0,24.0,No Nice have skill,634.0,No Nice have skill,56.6,,0,0,1.0,6767
6167,new,1.Platinum,1.Bay Area,,,6,5,4,2,0.0,0,22.0,275.0,56.6,,0,2,0.0,8525
6168,new,1.Platinum,1.Bay Area,DevOps,,9,9,9,0,0.0,No Nice have skill,1.0,No Nice have skill,56.6,,0,2,0.0,8469
6169,new,1.Platinum,1.Bay Area,Full Stack,p1,3,4,3,0,24.0,No Nice have skill,634.0,No Nice have skill,56.6,,0,0,1.0,8088
6170,existing,1.Platinum,4.Others,Fullstack (BE-heavy),p2,6,4,4,2,0.0,0,3.0,83.0,2.0,40.0,0,2,0.0,8698
6171,existing,1.Platinum,4.Others,Machine Learning,p1,3,2,3,0,0.0,No Nice have skill,4.0,No Nice have skill,2.0,40.0,0,0,0.0,7513
6174,new,1.Platinum,2.Rest of US,Data Engineering,,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,29.2,,0,0,0.0,5916
6175,existing,1.Platinum,1.Bay Area,Full Stack,p1,3,4,2,1,79.0,3188.0,1024.0,8619.0,22.2,,0,0,1.0,7495
6176,existing,1.Platinum,1.Bay Area,Full Stack,,4,5,4,0,4.0,No Nice have skill,28.0,No Nice have skill,56.6,,0,0,1.0,8780
6177,existing,1.Platinum,1.Bay Area,Full Stack,p1,3,4,2,1,79.0,3188.0,1024.0,8619.0,22.2,,0,0,1.0,6964
6178,existing,1.Platinum,1.Bay Area,Web Frontend,,4,6,4,0,2.0,No Nice have skill,1801.0,No Nice have skill,56.6,,0,0,0.0,8781
6181,new,1.Platinum,1.Bay Area,,,6,9,4,2,10.0,1525.0,1278.0,461.0,11.5,,0,2,1.0,7674
6182,new,1.Platinum,1.Bay Area,,,3,5,3,0,54.0,No Nice have skill,5624.0,No Nice have skill,56.6,,0,0,0.0,8393
6183,new,1.Platinum,1.Bay Area,DevOps,,4,4,4,0,0.0,No Nice have skill,522.0,No Nice have skill,56.6,,0,0,0.0,9263
6184,new,1.Platinum,2.Rest of US,,,3,2,3,0,0.0,No Nice have skill,0.0,No Nice have skill,29.2,,0,0,0.0,7609
6185,new,1.Platinum,2.Rest of US,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,29.2,40.0,0,0,0.0,4767
6186,new,1.Platinum,2.Rest of US,Mobile,p1,3,1,3,0,0.0,No Nice have skill,16.0,No Nice have skill,29.2,40.0,0,0,0.0,3417
6187,new,1.Platinum,4.Others,Mobile,p0,2,3,1,1,284.0,3749.0,7078.0,4285.0,29.2,,0,0,0.0,3510
6188,new,1.Platinum,4.Others,Mobile,p0,6,6,3,3,30.0,0,831.0,105.0,29.2,,0,2,0.0,3511
6189,new,1.Platinum,4.Others,Mobile,p0,8,7,3,5,141.0,0,3308.0,5.0,29.2,,0,2,0.0,3512
6191,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,2,3,2,0,5.0,No Nice have skill,1093.0,No Nice have skill,29.2,,0,0,0.0,4746
6192,new,1.Platinum,2.Rest of US,Web Frontend,,6,8,4,2,0.0,264.0,106.0,3296.0,29.2,,0,2,0.0,4744
6193,new,1.Platinum,2.Rest of US,Web Frontend,,3,3,3,0,3.0,No Nice have skill,70.0,No Nice have skill,29.2,,0,0,0.0,4745
6194,new,1.Platinum,2.Rest of US,Data Engineering,p0,5,5,4,1,0.0,117.0,291.0,1294.0,29.2,,0,2,0.0,4743
6196,new,1.Platinum,2.Rest of US,Cloud - Data,p1,1,0,1,0,0.0,No Nice have skill,2309.0,No Nice have skill,29.2,40.0,0,0,0.0,8121
6198,new,1.Platinum,2.Rest of US,Cloud - Data,p1,6,1,4,2,0.0,0,5.0,19.0,29.2,40.0,0,2,0.0,7237
6201,new,1.Platinum,4.Others,Full Stack,,8,6,8,0,0.0,No Nice have skill,0.0,No Nice have skill,1.9,,0,2,0.0,8105
6203,new,1.Platinum,2.Rest of US,Other,,8,8,8,0,0.0,No Nice have skill,4.0,No Nice have skill,29.2,,0,2,0.0,9079
6204,new,1.Platinum,2.Rest of US,,,8,8,8,0,0.0,No Nice have skill,4.0,No Nice have skill,29.2,,0,2,0.0,9080
6205,new,1.Platinum,2.Rest of US,Data Engineering,,9,9,7,2,0.0,0,7.0,371.0,29.2,,0,2,1.0,8213
6207,new,1.Platinum,2.Rest of US,,,9,2,7,2,0.0,0,0.0,96.0,29.2,,0,2,0.0,8212
6211,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),,3,5,3,0,54.0,No Nice have skill,5624.0,No Nice have skill,29.2,,0,0,0.0,8459
6213,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,5,6,5,0,0.0,No Nice have skill,578.0,No Nice have skill,29.2,,0,0,0.0,8576
6216,new,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2371.0,No Nice have skill,56.6,,0,0,0.0,9215
6217,new,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2371.0,No Nice have skill,56.6,,0,0,0.0,9304
6218,new,1.Platinum,1.Bay Area,Data Engineering,,4,4,4,0,0.0,No Nice have skill,885.0,No Nice have skill,56.6,,0,0,0.0,9225
6219,new,1.Platinum,1.Bay Area,,,4,2,4,0,0.0,No Nice have skill,3.0,No Nice have skill,56.6,,0,0,0.0,9306
6221,new,1.Platinum,1.Bay Area,Full Stack,,2,2,2,0,0.0,No Nice have skill,86.0,No Nice have skill,56.6,,0,0,0.0,9301
6223,existing,1.Platinum,2.Rest of US,Web Frontend,p0,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,29.2,40.0,0,0,1.0,6365
6225,new,1.Platinum,1.Bay Area,Full Stack,p0,12,10,6,6,0.0,1.0,34.0,221.0,56.6,40.0,0,2,0.0,2876
6226,new,1.Platinum,1.Bay Area,Web Frontend,p0,7,8,4,3,29.0,7.0,6025.0,456.0,56.6,40.0,0,2,0.0,3203
6227,new,1.Platinum,1.Bay Area,Web Backend,p0,5,3,3,2,0.0,8.0,25.0,555.0,29.2,40.0,0,0,0.0,2151
6228,existing,1.Platinum,2.Rest of US,Web Backend,,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,11.7,40.0,0,0,1.0,6178
6229,existing,1.Platinum,2.Rest of US,Web Backend,,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,11.7,40.0,0,0,1.0,8443
6230,existing,1.Platinum,2.Rest of US,Web Frontend,,3,4,2,1,105.0,0,12001.0,2056.0,11.7,,0,2,0.0,9102
6231,existing,1.Platinum,2.Rest of US,Full Stack,,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,11.7,40.0,0,0,1.0,3410
6232,existing,1.Platinum,2.Rest of US,Full Stack,,4,3,4,0,0.0,No Nice have skill,840.0,No Nice have skill,11.7,40.0,0,0,1.0,8454
6233,existing,1.Platinum,2.Rest of US,Full Stack,p0,4,3,3,1,0.0,4251.0,319.0,15643.0,11.7,40.0,0,0,0.0,8165
6234,new,1.Platinum,2.Rest of US,Web Frontend,,3,2,3,0,178.0,No Nice have skill,2942.0,No Nice have skill,29.2,40.0,0,0,0.0,2543
6236,existing,1.Platinum,2.Rest of US,Web Backend,,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,11.7,40.0,0,0,1.0,6595
6237,existing,1.Platinum,2.Rest of US,UI/UX Developer,,3,1,3,0,0.0,No Nice have skill,504.0,No Nice have skill,11.7,40.0,0,0,0.0,9168
6238,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,4,3,4,0,0.0,No Nice have skill,488.0,No Nice have skill,11.7,40.0,0,0,1.0,8996
6240,existing,1.Platinum,2.Rest of US,Full Stack,,4,3,4,0,0.0,No Nice have skill,840.0,No Nice have skill,11.7,40.0,0,0,0.0,7339
6241,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,4,3,4,0,0.0,No Nice have skill,488.0,No Nice have skill,11.7,40.0,0,0,0.0,8771
6242,existing,1.Platinum,2.Rest of US,Web Frontend,,5,5,4,1,0.0,3188.0,1935.0,8619.0,11.7,40.0,0,0,1.0,6008
6243,existing,1.Platinum,2.Rest of US,Web Frontend,,5,5,4,1,0.0,3188.0,1935.0,8619.0,11.7,40.0,0,0,1.0,8438
6245,existing,1.Platinum,2.Rest of US,UI/UX Developer,,3,1,3,0,0.0,No Nice have skill,504.0,No Nice have skill,11.7,40.0,0,0,1.0,8772
6246,existing,1.Platinum,2.Rest of US,Web Frontend,,4,3,4,0,0.0,No Nice have skill,4306.0,No Nice have skill,11.7,40.0,0,0,0.0,8201
6247,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,6,1,4,2,0.0,0,234.0,290.0,11.7,40.0,0,2,0.0,8200
6248,existing,1.Platinum,2.Rest of US,Web Backend,,5,2,4,1,0.0,0,76.0,2294.0,11.7,40.0,0,2,1.0,8437
6249,existing,1.Platinum,2.Rest of US,Web Frontend,,6,8,4,2,33.0,439.0,2369.0,7364.0,11.7,40.0,0,2,0.0,6695
6250,new,1.Platinum,2.Rest of US,Web Frontend,,3,2,3,0,0.0,No Nice have skill,1315.0,No Nice have skill,29.2,40.0,0,0,1.0,2869
6251,existing,1.Platinum,2.Rest of US,Web Backend,,3,1,3,0,0.0,No Nice have skill,964.0,No Nice have skill,11.7,40.0,0,0,1.0,6144
6252,existing,1.Platinum,2.Rest of US,Web Frontend,,4,4,4,0,0.0,No Nice have skill,1935.0,No Nice have skill,11.7,40.0,0,0,1.0,6266
6253,existing,1.Platinum,2.Rest of US,Web Backend,,4,3,2,2,0.0,223.0,794.0,1138.0,11.7,,0,2,0.0,9101
6254,new,1.Platinum,2.Rest of US,Web Frontend,,4,3,4,0,0.0,No Nice have skill,1268.0,No Nice have skill,29.2,40.0,0,0,1.0,2868
6255,existing,1.Platinum,2.Rest of US,Web Backend,,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,11.7,40.0,0,0,1.0,6007
6256,existing,1.Platinum,2.Rest of US,Web Backend,,4,2,4,0,0.0,No Nice have skill,448.0,No Nice have skill,11.7,40.0,0,0,1.0,7125
6257,existing,1.Platinum,2.Rest of US,UI/UX Developer,,3,1,3,0,0.0,No Nice have skill,504.0,No Nice have skill,11.7,40.0,0,0,1.0,8947
6260,existing,1.Platinum,2.Rest of US,Full Stack,p0,2,0,2,0,0.0,No Nice have skill,990.0,No Nice have skill,11.7,40.0,0,0,1.0,3615
6261,existing,1.Platinum,2.Rest of US,Full Stack,p0,10,10,5,5,0.0,0,732.0,128.0,11.7,40.0,0,2,0.0,6697
6262,existing,1.Platinum,2.Rest of US,Machine Learning,p0,4,1,4,0,0.0,No Nice have skill,4.0,No Nice have skill,11.7,40.0,0,0,0.0,6896
6263,existing,1.Platinum,2.Rest of US,Web Frontend,,4,4,4,0,33.0,No Nice have skill,3311.0,No Nice have skill,11.7,40.0,0,0,1.0,7425
6264,new,1.Platinum,2.Rest of US,Full Stack,p0,8,5,2,6,0.0,0,990.0,41.0,29.2,40.0,0,2,1.0,2542
6265,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,6,6,6,0,0.0,No Nice have skill,66.0,No Nice have skill,11.7,40.0,0,0,0.0,9125
6266,existing,1.Platinum,2.Rest of US,Full Stack,p0,3,2,3,0,0.0,No Nice have skill,911.0,No Nice have skill,11.7,40.0,0,0,0.0,8166
6267,new,1.Platinum,2.Rest of US,Full Stack,,7,6,2,5,0.0,0,990.0,208.0,29.2,40.0,0,2,1.0,2881
6268,new,1.Platinum,2.Rest of US,Cloud - Security,p0,7,4,5,2,0.0,0,64.0,23.0,29.2,40.0,0,2,0.0,6981
6269,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,5,4,0,0.0,No Nice have skill,156.0,No Nice have skill,29.2,40.0,0,0,1.0,6980
6270,new,1.Platinum,2.Rest of US,Web Frontend,p0,4,5,4,0,0.0,No Nice have skill,1016.0,No Nice have skill,29.2,40.0,0,0,0.0,6979
6271,existing,1.Platinum,2.Rest of US,Web Frontend,p0,5,6,5,0,0.0,No Nice have skill,605.0,No Nice have skill,29.2,40.0,0,0,1.0,8925
6272,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,5,4,0,0.0,No Nice have skill,156.0,No Nice have skill,29.2,40.0,0,0,0.0,8299
6273,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,5,6,2,3,79.0,4.0,1024.0,371.0,29.2,40.0,0,2,0.0,2455
6274,new,1.Platinum,1.Bay Area,Data Engineering,p0,8,6,5,3,0.0,0,86.0,210.0,56.6,40.0,0,2,0.0,2704
6275,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,9,11,3,6,30.0,0,646.0,4.0,29.2,40.0,0,2,1.0,1770
6276,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p1,4,5,3,1,22.0,6582.0,970.0,1109.0,29.2,40.0,0,2,1.0,1880
6277,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p1,6,7,3,3,22.0,49.0,970.0,106.0,29.2,40.0,0,2,1.0,2023
6278,new,1.Platinum,1.Bay Area,Full Stack,p0,2,4,2,0,33.0,No Nice have skill,9581.0,No Nice have skill,56.6,40.0,0,0,0.0,2450
6279,new,1.Platinum,1.Bay Area,Backend Systems,p0,4,6,3,1,0.0,4251.0,45.0,15643.0,56.6,40.0,0,2,0.0,2452
6280,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,5,3,3,2,0.0,0,21.0,59.0,56.6,40.0,0,2,0.0,2451
6281,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,4,3,2,2,0.0,0,657.0,1681.0,56.6,40.0,0,2,1.0,2448
6282,new,1.Platinum,1.Bay Area,Full Stack,p0,4,5,3,1,10.0,0,4870.0,160.0,56.6,40.0,0,2,0.0,2021
6283,new,1.Platinum,1.Bay Area,Backend Systems,p0,5,6,2,3,33.0,93.0,9581.0,146.0,56.6,40.0,0,2,1.0,2226
6285,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,4,5,2,2,1375.0,92.0,6140.0,1810.0,5.8,40.0,0,2,0.0,2139
6287,new,1.Platinum,1.Bay Area,Web Frontend,p0,4,4,2,2,0.0,41.0,118.0,3029.0,56.6,40.0,0,2,0.0,2119
6288,new,1.Platinum,1.Bay Area,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,67.0,No Nice have skill,56.6,40.0,0,0,0.0,2355
6289,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,6,6,2,4,226.0,1.0,4110.0,272.0,5.8,40.0,0,2,1.0,2810
6290,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,3,6,3,0,26.0,No Nice have skill,2437.0,No Nice have skill,5.8,40.0,0,0,1.0,3739
6291,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,7,8,3,4,26.0,0,2437.0,5.0,5.8,40.0,0,2,1.0,2809
6292,existing,1.Platinum,3.Top 30 GDP,Web Frontend,p0,3,6,3,0,26.0,No Nice have skill,2437.0,No Nice have skill,5.8,40.0,0,0,1.0,4593
6294,new,1.Platinum,2.Rest of US,Mobile,p0,3,1,1,2,873.0,0,1070.0,616.0,29.2,40.0,0,0,0.0,2494
6295,new,1.Platinum,2.Rest of US,Web Frontend,p0,6,6,3,3,54.0,0,5624.0,1990.0,29.2,40.0,0,2,0.0,2495
6296,new,1.Platinum,2.Rest of US,Web Backend,p0,6,7,3,3,8.0,0,2004.0,39.0,29.2,40.0,0,2,0.0,2496
6297,new,1.Platinum,4.Others,Web Backend,p0,8,8,3,5,0.0,4.0,157.0,227.0,1.9,40.0,0,2,0.0,2237
6298,new,1.Platinum,4.Others,DevOps,p0,9,5,5,4,0.0,0,83.0,2.0,1.9,40.0,0,2,0.0,3160
6299,new,1.Platinum,4.Others,Web Frontend,p0,3,3,3,0,0.0,No Nice have skill,341.0,No Nice have skill,1.9,40.0,0,0,0.0,2238
6300,new,1.Platinum,4.Others,DevOps,p0,6,5,3,3,0.0,5.0,174.0,16.0,1.9,40.0,0,2,0.0,3180
6301,new,1.Platinum,4.Others,DevOps,p0,5,6,4,1,0.0,752.0,1135.0,1103.0,1.9,40.0,0,2,0.0,2560
6302,new,1.Platinum,2.Rest of US,Web Frontend,p0,6,6,3,3,0.0,0,1615.0,270.0,29.2,40.0,0,2,0.0,2248
6303,new,1.Platinum,2.Rest of US,Mobile,p0,7,7,4,3,0.0,0,5.0,127.0,29.2,40.0,0,2,0.0,2241
6304,new,1.Platinum,2.Rest of US,Web Backend,p0,9,7,4,5,0.0,0,118.0,23.0,29.2,40.0,0,2,1.0,2250
6305,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,2,1,1,752.0,645.0,1103.0,1558.0,11.7,40.0,0,0,1.0,9300
6307,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4232
6309,existing,1.Platinum,1.Bay Area,Mobile,,2,1,2,0,873.0,No Nice have skill,607.0,No Nice have skill,11.7,40.0,0,0,1.0,5434
6310,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,3402
6311,new,1.Platinum,1.Bay Area,Web Backend,p0,6,5,1,5,752.0,3.0,1103.0,131.0,56.6,40.0,0,2,0.0,2268
6312,new,1.Platinum,1.Bay Area,Web Frontend,p0,5,4,1,4,1442.0,0,4615.0,32.0,56.6,40.0,0,2,0.0,2267
6313,new,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,56.6,40.0,0,0,1.0,2973
6314,new,1.Platinum,1.Bay Area,Web Backend,p0,5,5,1,4,752.0,3.0,1103.0,175.0,56.6,40.0,0,2,1.0,2519
6315,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4249
6316,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,5130
6317,existing,1.Platinum,1.Bay Area,Mobile,p0,2,3,2,0,347.0,No Nice have skill,4202.0,No Nice have skill,11.7,40.0,0,0,1.0,3984
6318,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,2,1,1,752.0,645.0,1103.0,1558.0,11.7,40.0,0,0,1.0,4085
6320,existing,1.Platinum,1.Bay Area,Backend Systems,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,11.7,40.0,0,0,0.0,7135
6321,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,2,1,1,752.0,645.0,1103.0,1558.0,56.6,40.0,0,0,1.0,3133
6322,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,2,1,1,752.0,645.0,1103.0,1558.0,11.7,40.0,0,0,1.0,5542
6323,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,40.0,0,0,1.0,5944
6324,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4300
6325,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4327
6326,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,5792
6327,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,7517
6328,new,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,56.6,40.0,0,0,1.0,2672
6329,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,56.6,40.0,0,0,1.0,3193
6330,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,5,2,1,105.0,1442.0,12001.0,4615.0,11.7,40.0,0,0,1.0,3384
6331,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4819
6333,new,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,56.6,40.0,0,0,1.0,2657
6334,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,3682
6335,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,40.0,0,0,1.0,5601
6337,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,11.7,40.0,0,0,1.0,3985
6339,new,1.Platinum,1.Bay Area,Web Frontend,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,56.6,40.0,0,0,1.0,2594
6340,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,5,3,0,11.0,No Nice have skill,3336.0,No Nice have skill,56.6,40.0,0,0,0.0,3132
6341,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4196
6342,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,11.7,40.0,0,0,1.0,3966
6343,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4131
6344,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,11.7,40.0,0,0,1.0,4480
6345,new,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,56.6,40.0,0,0,1.0,2584
6346,existing,1.Platinum,1.Bay Area,Web Frontend,p0,3,5,3,0,54.0,No Nice have skill,5624.0,No Nice have skill,11.7,40.0,0,0,0.0,7076
6347,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,5501
6348,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,284.0,No Nice have skill,1874.0,No Nice have skill,11.7,40.0,0,0,0.0,5433
6350,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4093
6351,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,0.0,4880
6352,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,5540
6353,new,1.Platinum,1.Bay Area,Web Backend,p0,5,5,1,4,752.0,3.0,1103.0,191.0,56.6,40.0,0,2,1.0,2624
6354,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,40.0,0,0,1.0,4206
6355,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,7,7,3,4,0.0,4.0,1382.0,121.0,5.8,40.0,0,2,0.0,2293
6356,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,5,3,3,2,0.0,0,151.0,211.0,5.8,40.0,0,2,0.0,2298
6359,new,1.Platinum,1.Bay Area,Full Stack,p0,5,5,3,2,0.0,178.0,205.0,11545.0,56.6,40.0,0,2,0.0,2477
6360,new,1.Platinum,2.Rest of US,UI/UX Developer,,3,2,3,0,0.0,No Nice have skill,9.0,No Nice have skill,29.2,40.0,0,0,0.0,2558
6361,new,1.Platinum,2.Rest of US,Data Engineering,p0,3,1,1,2,0.0,0,200.0,734.0,29.2,40.0,0,0,0.0,2703
6362,new,1.Platinum,2.Rest of US,Full Stack,p0,1,1,1,0,4315.0,No Nice have skill,8396.0,No Nice have skill,29.2,40.0,0,0,0.0,2712
6363,new,1.Platinum,2.Rest of US,Backend Systems,,2,0,2,0,0.0,No Nice have skill,2.0,No Nice have skill,29.2,40.0,0,0,0.0,2766
6364,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,6,6,2,4,72.0,0,298.0,16.0,56.6,40.0,0,2,0.0,3460
6365,new,1.Platinum,2.Rest of US,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,29.2,40.0,0,0,1.0,3990
6366,new,1.Platinum,2.Rest of US,Data Engineering,p0,6,5,3,3,10.0,0,2944.0,20.0,29.2,40.0,0,2,0.0,3706
6367,new,1.Platinum,2.Rest of US,Mobile,p0,2,2,2,0,284.0,No Nice have skill,1874.0,No Nice have skill,29.2,40.0,0,0,0.0,3855
6369,new,1.Platinum,2.Rest of US,DevOps,p0,6,5,4,2,1.0,0,609.0,142.0,29.2,40.0,0,2,0.0,4144
