,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,target,job_id,developer_chosen
2689,new,4.Bronze,2.Rest of US,Web Backend,p1,7,7,3,4,65.0,0,957.0,84.0,7.4,40.0,0,4,0.0,1858,0.0
2691,new,4.Bronze,2.Rest of US,Web Frontend,p1,6,5,4,2,0.0,0,101.0,16.0,7.4,40.0,0,4,0.0,1859,0.0
2692,new,4.Bronze,3.Top 30 GDP,Data Engineering,p1,3,3,2,1,2921.0,0,7506.0,161.0,7.4,40.0,0,4,1.0,1870,1.0
2694,new,4.Bronze,3.Top 30 GDP,Web Backend,p1,6,8,3,3,8.0,139.0,2846.0,3135.0,1.5,40.0,0,4,0.0,1878,0.0
2695,new,2.Gold,3.Top 30 GDP,Web Backend,p0,4,2,3,1,0.0,0,103.0,988.0,4.7,40.0,0,4,0.0,1913,0.0
2696,new,3.Silver,2.Rest of US,Full Stack,p1,5,5,4,1,29.0,0,6025.0,90.0,13.0,40.0,0,4,0.0,2504,0.0
2697,new,3.Silver,2.Rest of US,DevOps,p1,13,13,6,7,0.0,0,59.0,2.0,13.0,40.0,0,1,0.0,3195,0.0
2698,new,3.Silver,2.Rest of US,Other,p1,3,3,3,0,3.0,No Nice have skill,36.0,No Nice have skill,13.0,40.0,0,3,0.0,1940,0.0
2699,new,4.Bronze,2.Rest of US,Full Stack,p1,5,4,4,1,28.0,0,818.0,775.0,7.4,40.0,0,4,0.0,1941,0.0
2700,new,4.Bronze,2.Rest of US,Web Frontend,p1,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,7.4,40.0,0,3,0.0,1942,0.0
2701,new,3.Silver,2.Rest of US,Mobile,p1,3,1,1,2,873.0,0,1501.0,11.0,13.0,40.0,0,4,1.0,1968,1.0
2702,existing,3.Silver,2.Rest of US,Mobile,p0,4,2,1,3,873.0,0,1501.0,1.0,13.0,40.0,0,5,1.0,2257,1.0
2704,new,4.Bronze,2.Rest of US,Web Backend,p1,8,9,3,5,11.0,10.0,2679.0,304.0,7.4,40.0,0,1,0.0,1972,0.0
2705,new,4.Bronze,2.Rest of US,Full Stack,p1,6,6,5,1,128.0,883.0,1170.0,9383.0,7.4,40.0,0,3,0.0,1970,0.0
2706,new,4.Bronze,2.Rest of US,Mobile,p0,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,7.4,40.0,0,3,0.0,2067,0.0
2707,new,4.Bronze,2.Rest of US,Web Frontend,p1,6,5,4,2,0.0,0,33.0,37.0,7.4,40.0,0,4,0.0,1971,0.0
2708,new,4.Bronze,1.Bay Area,Full Stack,p1,4,7,3,1,10.0,3188.0,1815.0,8619.0,11.5,40.0,0,4,1.0,1973,1.0
2709,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,12,12,2,10,0.0,0,64.0,3.0,7.4,40.0,0,1,0.0,1975,0.0
2710,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,10,11,2,8,0.0,0,64.0,15.0,7.4,40.0,0,1,1.0,1974,1.0
2711,new,4.Bronze,2.Rest of US,DevOps,p1,7,4,4,3,0.0,0,598.0,37.0,7.4,15.0,0,4,0.0,1976,0.0
2712,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,10,11,2,8,0.0,0,64.0,15.0,7.4,40.0,0,1,0.0,2053,0.0
2713,new,2.Gold,3.Top 30 GDP,Fullstack (BE-heavy),p0,8,10,3,5,289.0,0,870.0,173.0,4.7,40.0,0,1,0.0,1993,0.0
2714,new,3.Silver,4.Others,Web Backend,p1,8,8,2,6,1375.0,0,6140.0,172.0,0.9,40.0,0,1,1.0,2008,1.0
2715,new,3.Silver,4.Others,Web Backend,p0,8,8,2,6,1375.0,0,6140.0,172.0,0.9,40.0,0,1,1.0,2158,1.0
2716,new,2.Gold,2.Rest of US,Web Backend,p1,7,8,3,4,35.0,0,771.0,6.0,23.4,40.0,0,1,0.0,2009,0.0
2717,new,2.Gold,2.Rest of US,Web Frontend,p1,3,3,3,0,0.0,No Nice have skill,103.0,No Nice have skill,23.4,40.0,0,2,0.0,2010,0.0
2732,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,2,1,264.0,479.0,3296.0,2831.0,7.4,40.0,0,4,0.0,2052,0.0
2733,new,4.Bronze,2.Rest of US,Full Stack,p1,5,6,4,1,31.0,85.0,288.0,795.0,7.4,40.0,0,3,0.0,2061,0.0
2734,new,4.Bronze,2.Rest of US,Full Stack,p1,10,11,4,7,3.0,0,1525.0,0,7.4,40.0,0,1,0.0,2068,0.0
2735,existing,4.Bronze,2.Rest of US,Web Frontend,p1,10,12,3,7,29.0,0,4947.0,0,7.4,40.0,0,1,0.0,2465,0.0
2736,new,4.Bronze,2.Rest of US,Web Frontend,p1,10,12,3,7,29.0,0,4947.0,0,7.4,40.0,0,1,1.0,2069,1.0
2737,new,4.Bronze,2.Rest of US,Web Backend,p1,4,5,4,0,149.0,No Nice have skill,1761.0,No Nice have skill,7.4,40.0,0,3,0.0,2680,0.0
2738,new,4.Bronze,2.Rest of US,Other,p1,4,2,3,1,0.0,0,9.0,637.0,7.4,40.0,0,4,0.0,2098,0.0
2739,new,4.Bronze,2.Rest of US,Full Stack,p1,5,6,3,2,719.0,16.0,5264.0,153.0,7.4,40.0,0,4,0.0,2099,0.0
2740,new,3.Silver,2.Rest of US,DevOps,p1,5,2,3,2,0.0,0,43.0,1028.0,13.0,40.0,0,4,0.0,2181,0.0
2741,existing,3.Silver,2.Rest of US,Mobile,p0,4,5,2,2,23.0,0,1668.0,261.0,6.5,40.0,0,5,1.0,3247,1.0
2742,new,3.Silver,2.Rest of US,Web Backend,p1,4,3,3,1,0.0,148.0,1180.0,11204.0,13.0,40.0,0,4,1.0,2178,1.0
2743,new,3.Silver,2.Rest of US,Mobile,p0,2,2,2,0,4.0,No Nice have skill,1682.0,No Nice have skill,13.0,40.0,0,3,1.0,2180,1.0
2744,new,4.Bronze,4.Others,Full Stack,p1,5,6,3,2,3.0,389.0,522.0,3414.0,0.5,40.0,0,4,0.0,2215,0.0
2745,new,3.Silver,3.Top 30 GDP,Fullstack (BE-heavy),p1,5,5,3,2,1.0,0,61.0,3236.0,13.0,20.0,0,4,0.0,2256,0.0
2748,existing,4.Bronze,2.Rest of US,Web Backend,p1,2,2,2,0,262.0,No Nice have skill,2369.0,No Nice have skill,3.9,40.0,0,5,0.0,3159,0.0
2749,new,4.Bronze,2.Rest of US,Web Backend,p1,5,4,3,2,0.0,178.0,0.0,11545.0,7.4,40.0,0,4,1.0,2407,1.0
2750,new,3.Silver,2.Rest of US,Mobile,,2,2,1,1,1442.0,873.0,4615.0,1070.0,13.0,40.0,0,3,1.0,2437,1.0
2751,existing,3.Silver,2.Rest of US,Mobile,p1,4,2,2,2,0.0,0,4.0,225.0,13.0,40.0,0,5,0.0,3662,0.0
2752,new,3.Silver,2.Rest of US,Web Backend,,3,3,2,1,0.0,436.0,92.0,21126.0,13.0,40.0,0,4,0.0,2436,0.0
2753,new,3.Silver,2.Rest of US,Web Frontend,,2,3,2,0,0.0,No Nice have skill,2046.0,No Nice have skill,13.0,40.0,0,3,0.0,2438,0.0
2756,new,4.Bronze,2.Rest of US,Mobile,p1,4,3,1,3,1442.0,0,4615.0,13.0,7.4,40.0,0,4,0.0,2463,0.0
2757,new,4.Bronze,2.Rest of US,Web Backend,p1,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,7.4,40.0,0,3,0.0,2462,0.0
2758,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,4,7,2,2,33.0,105.0,1393.0,12001.0,7.4,40.0,0,4,0.0,2486,0.0
2762,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,2,3,2,0,79.0,No Nice have skill,1024.0,No Nice have skill,7.4,40.0,0,3,0.0,3644,0.0
2763,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,8,2,5,79.0,0,1024.0,4.0,7.4,40.0,0,1,0.0,2572,0.0
2767,new,4.Bronze,2.Rest of US,Full Stack,p1,4,4,4,0,22.0,No Nice have skill,632.0,No Nice have skill,7.4,40.0,0,3,0.0,2626,0.0
2771,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,3,2,1,0.0,645.0,227.0,1558.0,7.4,40.0,0,4,0.0,2738,0.0
2773,new,4.Bronze,2.Rest of US,Web Frontend,p1,5,5,5,0,0.0,No Nice have skill,17.0,No Nice have skill,7.4,40.0,0,3,1.0,2806,1.0
2774,new,4.Bronze,2.Rest of US,Web Frontend,p1,6,5,3,3,0.0,0,90.0,1.0,7.4,40.0,0,4,1.0,2817,1.0
2777,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,4,5,1,3,645.0,7.0,1558.0,444.0,13.0,40.0,0,4,0.0,2861,0.0
2779,existing,3.Silver,2.Rest of US,Web Frontend,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,6.5,40.0,0,5,1.0,3475,1.0
2780,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,6,2,3,11.0,184.0,209.0,2165.0,13.0,40.0,0,4,1.0,2889,1.0
2781,existing,3.Silver,2.Rest of US,Web Frontend,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,6.5,40.0,0,5,1.0,3617,1.0
2782,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,3,4,1,2,1480.0,18.0,2062.0,5922.0,23.4,40.0,0,2,0.0,2915,0.0
2787,new,4.Bronze,1.Bay Area,Machine Learning,,2,1,2,0,0.0,No Nice have skill,1318.0,No Nice have skill,11.5,,0,3,1.0,3001,1.0
2790,new,4.Bronze,2.Rest of US,Mobile,p1,4,5,1,3,873.0,28.0,1070.0,2367.0,7.4,40.0,0,4,1.0,3080,1.0
2794,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p1,7,8,4,3,87.0,16.0,1249.0,748.0,11.5,40.0,0,1,1.0,3163,1.0
2795,new,3.Silver,2.Rest of US,Web Backend,,12,11,5,7,10.0,0,575.0,0,13.0,40.0,0,1,0.0,3231,0.0
2796,new,4.Bronze,2.Rest of US,Backend Systems,p1,2,1,2,0,0.0,No Nice have skill,792.0,No Nice have skill,7.4,40.0,0,3,0.0,3262,0.0
2798,new,4.Bronze,3.Top 30 GDP,Full Stack,p1,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,1.5,40.0,0,3,0.0,3266,0.0
2801,new,2.Gold,1.Bay Area,DevOps,p1,5,3,3,2,0.0,8.0,141.0,555.0,22.2,40.0,0,2,1.0,3471,1.0
2802,new,2.Gold,1.Bay Area,Web Frontend,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,22.2,40.0,0,0,1.0,3507,1.0
2899,existing,4.Bronze,2.Rest of US,Full Stack,p0,8,8,3,5,199.0,0,3807.0,37.0,3.9,40.0,0,1,1.0,1795,1.0
2900,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p1,8,10,4,4,0.0,0,0.0,0,11.5,40.0,0,1,0.0,9395,0.0
2901,new,4.Bronze,1.Bay Area,Web Frontend,p1,5,5,4,1,22.0,0,3031.0,480.0,11.5,40.0,0,4,0.0,4103,0.0
2902,new,4.Bronze,2.Rest of US,Data Engineering,p1,3,1,2,1,0.0,0,164.0,365.0,7.4,40.0,0,4,0.0,6570,0.0
2903,new,4.Bronze,2.Rest of US,Full Stack,p1,4,6,2,2,878.0,0,4103.0,3153.0,7.4,40.0,0,4,0.0,6496,0.0
2906,new,4.Bronze,2.Rest of US,Web Backend,p1,3,3,2,1,61.0,64.0,5.0,377.0,7.4,40.0,0,3,0.0,6648,0.0
2907,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,5,4,3,2,36.0,0,3246.0,30.0,7.4,,0,4,0.0,6659,0.0
2908,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,7,8,3,4,29.0,0,4947.0,235.0,7.4,40.0,0,1,0.0,6660,0.0
2909,new,4.Bronze,2.Rest of US,Full Stack,p1,3,4,3,0,719.0,No Nice have skill,5264.0,No Nice have skill,7.4,40.0,0,3,0.0,6736,0.0
2910,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,3,4,3,0,719.0,No Nice have skill,5264.0,No Nice have skill,7.4,40.0,0,3,0.0,6738,0.0
2911,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,3,4,3,0,719.0,No Nice have skill,5264.0,No Nice have skill,7.4,40.0,0,3,0.0,6737,0.0
2912,new,3.Silver,3.Top 30 GDP,Data Engineering,p1,6,5,3,3,5.0,0,262.0,272.0,2.6,40.0,0,4,0.0,6789,0.0
2913,new,4.Bronze,2.Rest of US,Full Stack,p1,6,5,4,2,11.0,0,1254.0,7168.0,7.4,40.0,0,4,0.0,6797,0.0
2914,new,3.Silver,1.Bay Area,DevOps,p1,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,14.7,40.0,0,3,0.0,7803,0.0
2915,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,5,7,3,2,50.0,25.0,8078.0,2005.0,14.7,40.0,0,4,0.0,6877,0.0
2916,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p1,3,5,1,2,9808.0,347.0,17893.0,4202.0,1.5,40.0,0,0,0.0,7044,0.0
2917,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p1,4,6,2,2,2921.0,347.0,4939.0,4202.0,1.5,40.0,0,4,0.0,7041,0.0
2918,new,4.Bronze,3.Top 30 GDP,Mobile,p1,2,3,2,0,50.0,No Nice have skill,1001.0,No Nice have skill,1.5,40.0,0,3,0.0,7081,0.0
2919,new,4.Bronze,2.Rest of US,Data Engineering,p1,4,4,3,1,0.0,9808.0,220.0,17893.0,7.4,40.0,0,4,0.0,7103,0.0
2920,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,6,5,4,2,0.0,185.0,1522.0,203.0,7.4,40.0,0,4,0.0,7124,0.0
2921,new,4.Bronze,2.Rest of US,Full Stack,p1,6,3,4,2,0.0,0,40.0,4.0,7.4,40.0,0,4,0.0,7132,0.0
2922,new,4.Bronze,3.Top 30 GDP,Data Engineering,p1,6,5,4,2,0.0,0,18.0,113.0,1.5,40.0,0,4,0.0,7167,0.0
2923,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p1,2,2,2,0,76.0,No Nice have skill,428.0,No Nice have skill,11.5,40.0,0,3,0.0,7175,0.0
2924,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,7,10,3,4,34.0,0,3669.0,1524.0,13.0,40.0,0,1,0.0,7193,0.0
2925,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,8,9,4,4,83.0,0,2318.0,41.0,7.4,40.0,0,1,0.0,7225,0.0
2926,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,5,7,4,1,3.0,0,2383.0,248.0,7.4,40.0,0,4,0.0,7226,0.0
2927,new,4.Bronze,2.Rest of US,Full Stack,p1,4,5,4,0,78.0,No Nice have skill,1939.0,No Nice have skill,7.4,40.0,0,3,0.0,7392,0.0
2928,new,4.Bronze,2.Rest of US,Full Stack,p1,6,3,4,2,0.0,0,88.0,135.0,7.4,40.0,0,4,1.0,7430,1.0
2929,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,4,2,1,574.0,3188.0,5797.0,8619.0,7.4,40.0,0,3,1.0,7432,1.0
2930,new,4.Bronze,3.Top 30 GDP,,p1,8,6,4,4,0.0,0,0.0,32.0,1.5,40.0,0,4,0.0,7505,0.0
2931,new,4.Bronze,2.Rest of US,,p1,8,4,4,4,0.0,0,61.0,109.0,7.4,40.0,0,4,0.0,7626,0.0
2932,new,3.Silver,3.Top 30 GDP,Mobile,p1,2,2,2,0,198.0,No Nice have skill,1488.0,No Nice have skill,2.6,40.0,0,3,0.0,7642,0.0
2933,new,3.Silver,1.Bay Area,,p1,6,4,3,3,178.0,0,360.0,149.0,14.7,40.0,0,4,0.0,7741,0.0
2934,new,3.Silver,1.Bay Area,Mobile,p1,7,6,4,3,0.0,0,161.0,311.0,14.7,40.0,0,1,0.0,8865,0.0
2935,new,4.Bronze,2.Rest of US,Full Stack,p1,8,9,4,4,2.0,0,1076.0,1068.0,7.4,40.0,0,1,0.0,7817,0.0
2936,new,4.Bronze,2.Rest of US,Full Stack,p1,5,5,4,1,0.0,4251.0,18.0,15643.0,7.4,40.0,0,4,0.0,7828,0.0
2937,new,4.Bronze,3.Top 30 GDP,Mobile,p1,7,6,4,3,3.0,0,45.0,112.0,1.5,40.0,0,4,0.0,7874,0.0
2938,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p1,3,1,3,0,0.0,No Nice have skill,87.0,No Nice have skill,1.5,40.0,0,3,0.0,7933,0.0
2939,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,4,3,0,428.0,No Nice have skill,2603.0,No Nice have skill,7.4,40.0,0,3,1.0,8216,1.0
2940,new,4.Bronze,2.Rest of US,Web Frontend,p1,2,3,2,0,292.0,No Nice have skill,2184.0,No Nice have skill,7.4,40.0,0,3,1.0,7952,1.0
2941,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,2,4,0,0.0,No Nice have skill,93.0,No Nice have skill,7.4,40.0,0,3,0.0,7960,0.0
2942,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p1,8,10,4,4,0.0,0,189.0,41.0,23.4,40.0,0,1,0.0,8119,0.0
2943,new,2.Gold,2.Rest of US,Data Engineering,p1,8,6,4,4,0.0,0,6.0,0,23.4,40.0,0,1,0.0,8120,0.0
2944,new,4.Bronze,1.Bay Area,DevOps,p1,8,6,4,4,0.0,0,5.0,9.0,11.5,40.0,0,1,1.0,8136,1.0
2945,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,8,9,4,4,5.0,0,211.0,4.0,7.4,40.0,0,1,0.0,8548,0.0
2946,new,4.Bronze,2.Rest of US,Full Stack,p1,5,6,3,2,23.0,52.0,1691.0,3999.0,7.4,40.0,0,4,0.0,8764,0.0
2947,new,4.Bronze,2.Rest of US,Full Stack,p1,7,7,4,3,21.0,0,592.0,16.0,7.4,40.0,0,4,1.0,8868,1.0
2948,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,8,4,4,4,0.0,0,16.0,115.0,7.4,40.0,0,4,0.0,8881,0.0
2949,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,4,6,2,2,1479.0,81.0,6563.0,1994.0,7.4,40.0,0,4,0.0,8944,0.0
2950,new,4.Bronze,2.Rest of US,Full Stack,p1,5,6,4,1,116.0,6922.0,1771.0,8131.0,7.4,40.0,0,3,0.0,9074,0.0
2956,existing,3.Silver,3.Top 30 GDP,Fullstack (FE-heavy),,4,6,3,1,84.0,4228.0,1075.0,13071.0,3.3,40.0,0,5,0.0,622,0.0
2959,new,2.Gold,2.Rest of US,Web Backend,p0,7,6,3,4,251.0,0,849.0,439.0,23.4,40.0,0,2,0.0,1048,0.0
2961,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),,3,4,3,0,146.0,No Nice have skill,4897.0,No Nice have skill,,40.0,0,3,1.0,360,1.0
2963,existing,3.Silver,3.Top 30 GDP,Data Engineering,p0,3,3,1,2,9808.0,0,17893.0,566.0,3.3,,0,0,0.0,500,0.0
2966,existing,2.Gold,2.Rest of US,Data Engineering,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,11.7,,0,5,1.0,439,1.0
2967,new,4.Bronze,2.Rest of US,Mobile,,3,2,3,0,284.0,No Nice have skill,472.0,No Nice have skill,7.4,40.0,0,3,1.0,532,1.0
2968,new,5.Unknown,3.Top 30 GDP,Mobile,,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,,,0,3,0.0,548,0.0
2969,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),,2,3,2,0,75.0,No Nice have skill,518.0,No Nice have skill,11.5,40.0,0,3,0.0,854,0.0
2970,new,3.Silver,2.Rest of US,Machine Learning,p0,3,2,3,0,0.0,No Nice have skill,1661.0,No Nice have skill,13.0,40.0,0,3,0.0,1104,0.0
2971,new,3.Silver,4.Others,Fullstack (BE-heavy),p0,7,8,3,4,719.0,11.0,5264.0,648.0,0.9,40.0,0,4,0.0,1126,0.0
2973,new,3.Silver,1.Bay Area,Web Backend,,5,6,1,4,4228.0,0,13071.0,1085.0,14.7,40.0,0,0,0.0,1014,0.0
2974,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,23.4,,0,2,1.0,427,1.0
2975,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,2,1,2,0,645.0,No Nice have skill,1025.0,No Nice have skill,6.5,40.0,0,5,1.0,739,1.0
2978,new,5.Unknown,2.Rest of US,Fullstack (BE-heavy),,3,3,2,1,645.0,0,2117.0,61.0,,20.0,0,4,0.0,421,0.0
2979,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,13.0,40.0,0,3,1.0,573,1.0
2982,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,3,2,2,1,1224.0,0,1851.0,593.0,,40.0,0,4,1.0,434,1.0
2985,new,5.Unknown,3.Top 30 GDP,Data Engineering,,4,5,4,0,0.0,No Nice have skill,82.0,No Nice have skill,,,0,3,0.0,366,0.0
2986,new,4.Bronze,3.Top 30 GDP,Mobile,,1,1,1,0,1971.0,No Nice have skill,754.0,No Nice have skill,1.5,0.0,0,3,1.0,367,1.0
2988,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,6,5,3,3,11.0,0,2669.0,65.0,7.4,,0,4,1.0,1083,1.0
2996,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),,5,6,3,2,719.0,3.0,5264.0,61.0,1.5,40.0,0,4,0.0,1003,0.0
2997,existing,4.Bronze,3.Top 30 GDP,Web Backend,,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,2.0,,0,5,1.0,451,1.0
2998,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,5.0,No Nice have skill,1093.0,No Nice have skill,7.4,,0,3,1.0,556,1.0
2999,existing,2.Gold,1.Bay Area,DevOps,p0,6,6,3,3,0.0,9.0,582.0,559.0,11.7,40.0,0,5,1.0,723,1.0
3003,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),,2,2,2,0,1375.0,No Nice have skill,6140.0,No Nice have skill,13.0,40.0,0,3,1.0,869,1.0
3004,new,5.Unknown,1.Bay Area,Web Backend,,2,2,2,0,424.0,No Nice have skill,6139.0,No Nice have skill,,40.0,0,3,0.0,917,0.0
3012,existing,2.Gold,1.Bay Area,Fullstack (BE-heavy),,7,5,5,2,0.0,171.0,343.0,2861.0,11.7,40.0,0,5,0.0,722,0.0
3013,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),,1,2,1,0,436.0,No Nice have skill,21126.0,No Nice have skill,1.5,40.0,0,0,0.0,910,0.0
3017,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),,5,5,2,3,772.0,0,3387.0,341.0,,,0,4,1.0,462,1.0
3020,new,5.Unknown,,Fullstack (BE-heavy),p1,5,4,4,1,0.0,0,15.0,1881.0,,40.0,0,4,0.0,539,0.0
3021,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,6.5,,0,3,1.0,617,1.0
3023,new,3.Silver,2.Rest of US,Other,,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,13.0,40.0,0,3,0.0,870,0.0
3026,new,2.Gold,2.Rest of US,Web Frontend,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,23.4,,0,0,1.0,428,1.0
3027,new,2.Gold,2.Rest of US,Web Backend,p0,2,2,2,0,180.0,No Nice have skill,1788.0,No Nice have skill,23.4,40.0,0,2,0.0,1047,0.0
3029,new,5.Unknown,3.Top 30 GDP,Fullstack (FE-heavy),,4,4,4,0,13.0,No Nice have skill,1487.0,No Nice have skill,,,0,3,0.0,458,0.0
3030,new,4.Bronze,2.Rest of US,Web Frontend,,5,5,4,1,9.0,0,36.0,1094.0,7.4,40.0,0,4,0.0,1037,0.0
3033,new,5.Unknown,4.Others,Web Frontend,,5,5,5,0,9.0,No Nice have skill,1164.0,No Nice have skill,,,0,3,0.0,478,0.0
3035,new,5.Unknown,1.Bay Area,Fullstack (BE-heavy),,5,7,4,1,3.0,0,2781.0,2271.0,,,0,4,0.0,415,0.0
3036,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,6.5,40.0,0,5,1.0,651,1.0
3037,new,4.Bronze,2.Rest of US,Mobile,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,7.4,,0,3,1.0,758,1.0
3039,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),,3,3,3,0,0.0,No Nice have skill,417.0,No Nice have skill,13.0,40.0,0,3,1.0,868,1.0
3046,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),,4,5,2,2,0.0,0,180.0,2410.0,7.4,40.0,0,4,0.0,1000,0.0
3049,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),,5,6,2,3,22.0,0,424.0,1290.0,13.0,20.0,0,4,0.0,1058,0.0
3051,new,4.Bronze,,Fullstack (BE-heavy),,5,7,3,2,129.0,377.0,3207.0,4370.0,7.4,,0,4,1.0,535,1.0
3054,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,8,9,3,6,10.0,0,1908.0,10.0,,,0,1,0.0,392,0.0
3055,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,2,2,2,0,0.0,No Nice have skill,2484.0,No Nice have skill,,20.0,0,3,1.0,613,1.0
3058,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,13.0,,0,0,0.0,1110,0.0
3059,new,5.Unknown,3.Top 30 GDP,Mobile,,3,3,3,0,30.0,No Nice have skill,1696.0,No Nice have skill,,,0,3,1.0,481,1.0
3060,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,4,3,2,2,772.0,0,4504.0,113.0,,20.0,0,4,0.0,736,0.0
3061,new,5.Unknown,3.Top 30 GDP,Mobile,,4,4,2,2,2.0,178.0,939.0,498.0,,,0,4,1.0,479,1.0
3063,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),,3,3,2,1,9.0,0,5614.0,1311.0,11.5,40.0,0,4,0.0,844,0.0
3066,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),,3,5,3,0,29.0,No Nice have skill,7220.0,No Nice have skill,,40.0,0,3,0.0,361,0.0
3067,new,2.Gold,1.Bay Area,Data Engineering,,6,6,2,4,824.0,0,1818.0,12.0,22.2,40.0,0,2,1.0,526,1.0
3070,new,3.Silver,4.Others,Fullstack (FE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,0.9,40.0,0,3,0.0,836,0.0
3071,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,14.7,40.0,0,3,1.0,955,1.0
3072,existing,4.Bronze,2.Rest of US,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,3.9,40.0,0,5,1.0,837,1.0
