,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
891,"(158, 406, 2031)",['Next.js' 'React' 'Typescript'],9,169.0,59.0,74.0,1.0,,35.0
892,"(158, 406, 505)",['Next.js' 'Styled Components' 'Typescript'],1,0.0,,,,,
893,"(158, 433, 1615, 2096)",['API Integrations  ' 'AWS' 'Go' 'Typescript'],1,0.0,,,,,
894,"(158, 433, 2031)",['AWS' 'React' 'Typescript'],3,8.0,6.0,2.0,,,
895,"(158, 485, 2031)",['Jest' 'React' 'Typescript'],1,0.0,,,,,
896,"(158, 505, 2031)",['React' 'Styled Components' 'Typescript'],1,0.0,,,,,
897,"(158, 505, 2031, 2109)",['React' 'Styled Components' 'Tailwind CSS' 'Typescript'],1,0.0,,,,,
898,"(158, 594)",['SCSS' 'Typescript'],1,0.0,,,,,
899,"(158, 614, 2031)",['Figma' 'React' 'Typescript'],1,0.0,,,,,
900,"(158, 800, 2031)",['Core Java' 'React' 'Typescript'],1,0.0,,,,,
901,"(158, 862, 2101)",['React Hooks' 'Typescript' 'Web Development'],1,0.0,,,,,
902,"(158, 950, 1163, 2109, 2144)",['Gatsby' 'NFT' 'Tailwind CSS' 'Typescript' 'Web3'],1,0.0,,,,,
903,"(158,)",['Typescript'],8,3260.0,550.0,1363.0,397.0,241.0,709.0
904,"(159, 160)",['GraphQL' 'React Native'],1,62.0,26.0,22.0,,1.0,13.0
905,"(159, 160, 1561)",['GraphQL' 'Mobile App Development' 'React Native'],1,0.0,,,,,
906,"(159, 1615, 2031)",['API Integrations  ' 'GraphQL' 'React'],1,0.0,,,,,
907,"(159, 165, 433, 2031)",['AWS' 'GraphQL' 'PHP' 'React'],2,1.0,1.0,,,,
908,"(159, 2031)",['GraphQL' 'React'],13,301.0,100.0,114.0,,2.0,85.0
909,"(159, 2031, 2096)",['Go' 'GraphQL' 'React'],1,7.0,7.0,,,,
910,"(159, 2050)",['GraphQL' 'Python(Django)'],1,37.0,21.0,12.0,1.0,1.0,2.0
911,"(159, 2067, 2099)",['GraphQL' 'SwiftUI' 'iOS - Swift'],2,2.0,1.0,1.0,,,
912,"(159, 232, 1013, 2127)",['AWS Lambda' 'DynamoDB' 'GraphQL' 'Serverless'],1,0.0,,,,,
913,"(159, 242, 249, 2091, 2092)",['Airflow' 'Cloud' 'Data Engineering' 'Data Pipelines' 'GraphQL'],1,0.0,,,,,
914,"(159, 243, 433, 2031)",['AWS' 'GraphQL' 'Neo4j' 'React'],1,0.0,,,,,
915,"(159, 305, 2050)",['GraphQL' 'Microservices' 'Python(Django)'],1,1.0,1.0,,,,
916,"(159, 342, 2031)",['GraphQL' 'React' 'TDD/Test-Driven Development'],3,0.0,,,,,
917,"(159, 406, 2031)",['GraphQL' 'Next.js' 'React'],3,43.0,25.0,14.0,,,4.0
918,"(159, 406, 433, 2031)",['AWS' 'GraphQL' 'Next.js' 'React'],1,1.0,1.0,,,,
919,"(159, 406, 505, 2031)",['GraphQL' 'Next.js' 'React' 'Styled Components'],1,0.0,,,,,
920,"(159, 406, 583, 2031)",['GraphQL' 'Next.js' 'React' 'Websites Performance Optimization'],1,0.0,,,,,
921,"(159, 406, 598, 2031)",['GraphQL' 'Javascript ES6' 'Next.js' 'React'],1,30.0,23.0,6.0,,,1.0
922,"(159, 568, 2067)",['Android/Kotlin' 'GraphQL' 'iOS - Swift'],1,0.0,,,,,
923,"(159, 580, 2031)",['Apollo' 'GraphQL' 'React'],1,58.0,28.0,20.0,,,10.0
924,"(159, 604, 2031)",['Ant Design' 'GraphQL' 'React'],1,0.0,,,,,
925,"(159, 857, 2031)",['AWS Amplify' 'GraphQL' 'React'],2,23.0,21.0,2.0,,,
926,"(159,)",['GraphQL'],2,569.0,159.0,214.0,61.0,28.0,107.0
927,"(16, 101, 102, 105, 108, 331, 2067)",['Android' 'MVC' 'MVP' 'MVVM' 'Swift' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
928,"(16, 102, 258, 331, 2067)",['Git' 'MVC' 'MVVM' 'iOS - Swift' 'iOS Development'],2,0.0,,,,,
929,"(16, 105)",['Swift' 'iOS Development'],9,888.0,24.0,112.0,492.0,171.0,89.0
930,"(16, 105, 120, 157, 2067)",['Node.js' 'Objective-C' 'Swift' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
931,"(16, 105, 1561, 2067)",['Mobile App Development' 'Swift' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
932,"(16, 105, 157)",['Objective-C' 'Swift' 'iOS Development'],3,0.0,,,,,
933,"(16, 105, 2067)",['Swift' 'iOS - Swift' 'iOS Development'],4,888.0,24.0,112.0,492.0,171.0,89.0
934,"(16, 105, 2099)",['Swift' 'SwiftUI' 'iOS Development'],1,888.0,24.0,112.0,492.0,171.0,89.0
935,"(16, 107, 165, 307, 364, 387, 1909)","['Android Hybrid App Development' 'CSS' 'CodeIgniter' 'HTML' 'LAMP' 'PHP'
 'iOS Development']",1,0.0,,,,,
936,"(16, 108)",['Android' 'iOS Development'],6,19.0,3.0,10.0,4.0,,2.0
937,"(16, 108, 111)",['Android' 'REST/RESTful APIs' 'iOS Development'],1,7.0,1.0,4.0,2.0,,
938,"(16, 108, 111, 160, 598)","['Android' 'Javascript ES6' 'REST/RESTful APIs' 'React Native'
 'iOS Development']",2,0.0,,,,,
939,"(16, 108, 120)",['Android' 'Node.js' 'iOS Development'],1,0.0,,,,,
940,"(16, 108, 1397)",['Android' 'AngularJS' 'iOS Development'],1,0.0,,,,,
941,"(16, 108, 160)",['Android' 'React Native' 'iOS Development'],4,6.0,1.0,3.0,1.0,,1.0
942,"(16, 108, 160, 1561)",['Android' 'Mobile App Development' 'React Native' 'iOS Development'],1,0.0,,,,,
943,"(16, 108, 160, 2031)",['Android' 'React' 'React Native' 'iOS Development'],2,0.0,,,,,
944,"(16, 108, 160, 314)",['Android' 'JavaScript Frameworks' 'React Native' 'iOS Development'],1,0.0,,,,,
945,"(16, 108, 160, 488, 2031)","['Android' 'Mobile Web Development ' 'React' 'React Native'
 'iOS Development']",1,0.0,,,,,
946,"(16, 108, 2031, 2036)",['Android' 'Angular' 'React' 'iOS Development'],1,0.0,,,,,
947,"(16, 108, 258, 392, 393)",['Android' 'Dart' 'Flutter' 'Git' 'iOS Development'],1,0.0,,,,,
948,"(16, 108, 358, 392)",['Android' 'Flutter' 'Laravel' 'iOS Development'],1,1.0,1.0,,,,
949,"(16, 111)",['REST/RESTful APIs' 'iOS Development'],1,242.0,9.0,47.0,136.0,24.0,26.0
950,"(16, 111, 2067)",['REST/RESTful APIs' 'iOS - Swift' 'iOS Development'],1,242.0,9.0,47.0,136.0,24.0,26.0
951,"(16, 132, 287, 392)",['Firebase' 'Flutter' 'NoSQL' 'iOS Development'],1,0.0,,,,,
952,"(16, 157)",['Objective-C' 'iOS Development'],1,0.0,,,,,
953,"(16, 157, 1291, 2067)",['Objective-C' 'Operating Systems' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
954,"(16, 157, 2067)",['Objective-C' 'iOS - Swift' 'iOS Development'],6,0.0,,,,,
955,"(16, 157, 264, 2067)",['JSON' 'Objective-C' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
956,"(16, 158, 160, 2031)",['React' 'React Native' 'Typescript' 'iOS Development'],1,2.0,1.0,1.0,,,
957,"(16, 160)",['React Native' 'iOS Development'],2,75.0,7.0,25.0,2.0,2.0,39.0
958,"(16, 160, 1114)",['Cards & Payment' 'React Native' 'iOS Development'],1,0.0,,,,,
959,"(16, 160, 267)",['React Native' 'Video' 'iOS Development'],1,0.0,,,,,
960,"(16, 160, 488, 1830)","['Android Testing' 'Mobile Web Development ' 'React Native'
 'iOS Development']",1,0.0,,,,,
961,"(16, 1615, 2099)",['API Integrations  ' 'SwiftUI' 'iOS Development'],1,0.0,,,,,
962,"(16, 1625)",['RxSwift' 'iOS Development'],1,888.0,24.0,112.0,492.0,171.0,89.0
963,"(16, 17, 105, 2099)",['Swift' 'SwiftUI' 'Xcode' 'iOS Development'],1,0.0,,,,,
964,"(16, 17, 157, 2067)",['Objective-C' 'Xcode' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
965,"(16, 2067)",['iOS - Swift' 'iOS Development'],31,888.0,24.0,112.0,492.0,171.0,89.0
966,"(16, 2067, 2099)",['SwiftUI' 'iOS - Swift' 'iOS Development'],2,888.0,24.0,112.0,492.0,171.0,89.0
967,"(16, 258, 347, 348, 885)",['Agile' 'Git' 'IoT' 'Scrum' 'iOS Development'],1,0.0,,,,,
968,"(16, 392)",['Flutter' 'iOS Development'],3,64.0,2.0,24.0,25.0,4.0,9.0
969,"(16, 392, 1909)",['Android Hybrid App Development' 'Flutter' 'iOS Development'],1,15.0,2.0,11.0,2.0,,
970,"(16, 488, 1302)",['Fullstack Development' 'Mobile Web Development ' 'iOS Development'],1,0.0,,,,,
971,"(16, 488, 1561, 2067)","['Mobile App Development' 'Mobile Web Development ' 'iOS - Swift'
 'iOS Development']",1,0.0,,,,,
972,"(16, 567)",['Android/Java' 'iOS Development'],1,99.0,9.0,45.0,27.0,6.0,12.0
973,"(16, 568)",['Android/Kotlin' 'iOS Development'],1,19.0,3.0,10.0,4.0,,2.0
974,"(16, 607)",['Xamarin' 'iOS Development'],1,0.0,,,,,
975,"(16, 607, 2099)",['SwiftUI' 'Xamarin' 'iOS Development'],1,0.0,,,,,
976,"(16, 63, 108, 607, 1943)",['Android' 'Azure DevOps' 'CI/CD' 'Xamarin' 'iOS Development'],1,0.0,,,,,
977,"(16, 86, 2050)",['PostgreSQL' 'Python(Django)' 'iOS Development'],1,1.0,1.0,,,,
978,"(16, 91, 108, 2031)",['Android' 'C#' 'React' 'iOS Development'],1,0.0,,,,,
979,"(16, 93)",['JavaScript' 'iOS Development'],1,2.0,2.0,,,,
980,"(16, 93, 105, 2031)",['JavaScript' 'React' 'Swift' 'iOS Development'],1,1.0,1.0,,,,
981,"(16, 93, 108, 160, 488)","['Android' 'JavaScript' 'Mobile Web Development ' 'React Native'
 'iOS Development']",1,0.0,,,,,
982,"(16, 93, 108, 392, 2067)",['Android' 'Flutter' 'JavaScript' 'iOS - Swift' 'iOS Development'],1,0.0,,,,,
983,"(16, 93, 120, 158)",['JavaScript' 'Node.js' 'Typescript' 'iOS Development'],1,0.0,,,,,
984,"(16, 93, 166, 333, 1561)","['Backbone' 'JavaScript' 'Linux ' 'Mobile App Development'
 'iOS Development']",1,0.0,,,,,
985,"(16, 97, 108)",['Android' 'Android SDK' 'iOS Development'],1,19.0,3.0,10.0,4.0,,2.0
986,"(16, 97, 120, 2031)",['Android SDK' 'Node.js' 'React' 'iOS Development'],1,1.0,1.0,,,,
987,"(16, 97, 2055)",['Android SDK' 'Unity' 'iOS Development'],1,0.0,,,,,
988,"(16,)",['iOS Development'],45,888.0,24.0,112.0,492.0,171.0,89.0
989,"(160, 1059)",['React Native' 'Web API'],1,0.0,,,,,
990,"(160, 1123, 1938)",['React Native' 'UI Design' 'UX Design'],1,5.0,3.0,1.0,,,1.0
991,"(160, 1196)",['Finance' 'React Native'],1,0.0,,,,,
992,"(160, 1302)",['Fullstack Development' 'React Native'],1,0.0,,,,,
993,"(160, 1547)",['Design Thinking' 'React Native'],1,0.0,,,,,
994,"(160, 1561)",['Mobile App Development' 'React Native'],3,0.0,,,,,
995,"(160, 1561, 2031)",['Mobile App Development' 'React' 'React Native'],1,0.0,,,,,
996,"(160, 165)",['PHP' 'React Native'],2,94.0,38.0,41.0,3.0,3.0,9.0
997,"(160, 165, 2031)",['PHP' 'React' 'React Native'],1,22.0,12.0,7.0,,1.0,2.0
998,"(160, 165, 358)",['Laravel' 'PHP' 'React Native'],1,46.0,17.0,22.0,2.0,2.0,3.0
999,"(160, 165, 424)",['Drupal' 'PHP' 'React Native'],1,0.0,,,,,
1000,"(160, 1849)",['React Native' 'Tech Lead'],1,0.0,,,,,
1001,"(160, 2031)",['React' 'React Native'],22,363.0,76.0,132.0,1.0,2.0,152.0
1002,"(160, 2031, 2117)",['React' 'React Native' 'Shopify'],1,0.0,,,,,
1003,"(160, 2050)",['Python(Django)' 'React Native'],2,30.0,13.0,12.0,,1.0,4.0
1004,"(160, 2067)",['React Native' 'iOS - Swift'],2,75.0,7.0,25.0,2.0,2.0,39.0
1005,"(160, 265)",['React Native' 'XML'],1,0.0,,,,,
1006,"(160, 266)",['React Native' 'Sound and Audio'],1,0.0,,,,,
1007,"(160, 277)",['Kotlin' 'React Native'],1,28.0,4.0,10.0,3.0,1.0,10.0
1008,"(160, 287, 2031, 2127)",['NoSQL' 'React' 'React Native' 'Serverless'],1,0.0,,,,,
1009,"(160, 320, 2031)",['Chrome Extensions' 'React' 'React Native'],1,0.0,,,,,
1010,"(160, 353, 2031)",['React' 'React Native' 'UI Development'],1,0.0,,,,,
1011,"(160, 392)",['Flutter' 'React Native'],6,65.0,12.0,27.0,1.0,2.0,23.0
1012,"(160, 392, 508)",['Flutter' 'Ionic' 'React Native'],1,2.0,,1.0,,1.0,
1013,"(160, 433)",['AWS' 'React Native'],2,4.0,3.0,,,1.0,
1014,"(160, 433, 2031)",['AWS' 'React' 'React Native'],1,1.0,1.0,,,,
1015,"(160, 433, 857, 2031)",['AWS' 'AWS Amplify' 'React' 'React Native'],1,0.0,,,,,
1016,"(160, 464)",['React Native' 'Salesforce Lightning'],1,0.0,,,,,
1017,"(160, 488)",['Mobile Web Development ' 'React Native'],2,0.0,,,,,
1018,"(160, 580, 2031)",['Apollo' 'React' 'React Native'],1,33.0,13.0,14.0,,,6.0
1019,"(160, 769)",['React Native' 'Software Development'],1,32.0,16.0,11.0,,1.0,4.0
1020,"(160, 836)",['AWS DevOps' 'React Native'],1,31.0,18.0,8.0,,1.0,4.0
1021,"(160, 857, 1403)",['AWS Amplify' 'AWS Cognito' 'React Native'],1,31.0,18.0,8.0,,1.0,4.0
1022,"(160,)",['React Native'],117,1468.0,147.0,389.0,23.0,78.0,831.0
1023,"(1615, 2031)",['API Integrations  ' 'React'],1,0.0,,,,,
1024,"(1615, 2031, 2036)",['API Integrations  ' 'Angular' 'React'],1,0.0,,,,,
1025,"(1615, 2049, 2087)","['API Integrations  ' 'PHP, Laravel' 'PHP/MySQL']",2,0.0,,,,,
1026,"(1615, 2050)",['API Integrations  ' 'Python(Django)'],1,0.0,,,,,
1027,"(1615,)",['API Integrations  '],1,0.0,,,,,
1028,"(1623, 1939)",['Automation Testing' 'Software Quality Assurance'],1,0.0,,,,,
1029,"(1623, 1939, 2115)",['Automation Testing' 'QA' 'Software Quality Assurance'],1,0.0,,,,,
1030,"(1623,)",['Software Quality Assurance'],5,0.0,,,,,
1031,"(165, 1025)",['Magento' 'PHP'],2,0.0,,,,,
1032,"(165, 1025, 1299)",['Back-End Development' 'Magento' 'PHP'],1,0.0,,,,,
1033,"(165, 1389)",['Magento 2' 'PHP'],1,0.0,,,,,
1034,"(165, 166)",['Linux ' 'PHP'],1,0.0,,,,,
1035,"(165, 166, 264, 433)",['AWS' 'JSON' 'Linux ' 'PHP'],1,0.0,,,,,
1036,"(165, 1688, 2087)","['Java 8' 'PHP' 'PHP, Laravel']",1,0.0,,,,,
1037,"(165, 196, 424, 2087)","['Drupal' 'Object-Oriented Design' 'PHP' 'PHP, Laravel']",1,0.0,,,,,
1038,"(165, 2031)",['PHP' 'React'],7,243.0,118.0,92.0,3.0,1.0,29.0
1039,"(165, 2036)",['Angular' 'PHP'],1,321.0,78.0,171.0,38.0,21.0,13.0
1040,"(165, 2049)",['PHP' 'PHP/MySQL'],2,888.0,258.0,460.0,96.0,49.0,25.0
1041,"(165, 277, 836)",['AWS DevOps' 'Kotlin' 'PHP'],1,2.0,1.0,1.0,,,
1042,"(165, 284)",['PHP' 'jQuery'],1,0.0,,,,,
1043,"(165, 291)",['Facebook API' 'PHP'],1,0.0,,,,,
1044,"(165, 298, 314, 358)",['JavaScript Frameworks' 'Laravel' 'OOP' 'PHP'],1,0.0,,,,,
1045,"(165, 305, 1299)",['Back-End Development' 'Microservices' 'PHP'],1,0.0,,,,,
1046,"(165, 307)",['LAMP' 'PHP'],1,0.0,,,,,
1047,"(165, 307, 358)",['LAMP' 'Laravel' 'PHP'],1,0.0,,,,,
1048,"(165, 312, 526)",['PHP' 'Perl' 'WordPress'],1,1.0,1.0,,,,
1049,"(165, 318, 358)",['E-Commerce' 'Laravel' 'PHP'],1,0.0,,,,,
1050,"(165, 358)",['Laravel' 'PHP'],9,2089.0,264.0,924.0,551.0,174.0,176.0
1051,"(165, 358, 1397)",['AngularJS' 'Laravel' 'PHP'],1,143.0,43.0,85.0,8.0,4.0,3.0
1052,"(165, 358, 1615)",['API Integrations  ' 'Laravel' 'PHP'],1,0.0,,,,,
1053,"(165, 358, 2031)",['Laravel' 'PHP' 'React'],1,128.0,75.0,42.0,2.0,,9.0
1054,"(165, 358, 2049)",['Laravel' 'PHP' 'PHP/MySQL'],1,464.0,146.0,274.0,26.0,5.0,13.0
1055,"(165, 358, 2087)","['Laravel' 'PHP' 'PHP, Laravel']",2,2089.0,264.0,924.0,551.0,174.0,176.0
1056,"(165, 363)",['PHP' 'Symfony'],3,0.0,,,,,
1057,"(165, 363, 1059)",['PHP' 'Symfony' 'Web API'],1,0.0,,,,,
1058,"(165, 387, 2031)",['HTML' 'PHP' 'React'],1,12.0,11.0,1.0,,,
1059,"(165, 424)",['Drupal' 'PHP'],2,0.0,,,,,
1060,"(165, 433, 1114)",['AWS' 'Cards & Payment' 'PHP'],4,0.0,,,,,
1061,"(165, 493)",['PHP' 'Zend Framework'],1,0.0,,,,,
1062,"(165, 526)",['PHP' 'WordPress'],8,324.0,68.0,131.0,72.0,42.0,11.0
1063,"(165, 526, 2031)",['PHP' 'React' 'WordPress'],1,25.0,21.0,3.0,,,1.0
1064,"(165, 598, 2031)",['Javascript ES6' 'PHP' 'React'],1,148.0,89.0,51.0,2.0,,6.0
1065,"(165, 939)",['CakePHP' 'PHP'],2,3586.0,450.0,1407.0,839.0,636.0,254.0
1066,"(165,)",['PHP'],21,3586.0,450.0,1407.0,839.0,636.0,254.0
1067,"(166, 1013)",['AWS Lambda' 'Linux '],1,0.0,,,,,
1068,"(166, 174, 1466, 1939)",['Automation Testing' 'Linux ' 'Python Automation' 'Unix'],1,0.0,,,,,
1069,"(166, 174, 2143)",['Ethereum' 'Linux ' 'Unix'],1,0.0,,,,,
1070,"(166, 258, 314)",['Git' 'JavaScript Frameworks' 'Linux '],1,0.0,,,,,
1071,"(166, 278, 441, 2062)",['ASP.NET/C#' 'Entity Framework' 'Linux ' 'SaaS'],1,0.0,,,,,
1072,"(166, 359, 836)",['AWS DevOps' 'Jenkins' 'Linux '],1,0.0,,,,,
1073,"(166, 392)",['Flutter' 'Linux '],1,0.0,,,,,
1074,"(166, 433)",['AWS' 'Linux '],1,0.0,,,,,
1075,"(166,)",['Linux '],5,0.0,,,,,
1076,"(167, 2036)",['Algorithms and Data Structures' 'Angular'],1,116.0,62.0,39.0,6.0,1.0,8.0
1077,"(167, 232, 433, 1299, 2031)","['AWS' 'Algorithms and Data Structures' 'Back-End Development' 'DynamoDB'
 'React']",1,0.0,,,,,
1078,"(167, 249, 710, 1615)","['API Integrations  ' 'Algorithms and Data Structures' 'Cloud'
 'Python for Data Science']",2,0.0,,,,,
1079,"(167, 255, 268, 710, 1555)","['Algorithms and Data Structures' 'Machine Learning' 'Mathematics'
 'Python for Data Science' 'Quantitative Analysis']",1,0.0,,,,,
1080,"(167, 256, 2091, 2092)","['Algorithms and Data Structures' 'Data Engineering' 'Data Pipelines'
 'Data Warehousing']",1,0.0,,,,,
1081,"(167, 388, 2036)",['.NET Core' 'Algorithms and Data Structures' 'Angular'],1,0.0,,,,,
1082,"(1675, 1676)",['Salesforce Admin' 'Salesforce Development'],1,0.0,,,,,
1083,"(1675,)",['Salesforce Development'],7,0.0,,,,,
1084,"(1676,)",['Salesforce Admin'],2,0.0,,,,,
1085,"(1688, 2031)",['Java 8' 'React'],1,0.0,,,,,
1086,"(169, 820)",['Clojure' 'ClojureScript'],1,0.0,,,,,
1087,"(169, 820, 2031)",['Clojure' 'ClojureScript' 'React'],1,0.0,,,,,
1088,"(169,)",['Clojure'],3,0.0,,,,,
1089,"(1690,)",['Software Testing'],1,0.0,,,,,
1090,"(17, 111, 2067)",['REST/RESTful APIs' 'Xcode' 'iOS - Swift'],1,0.0,,,,,
1091,"(17, 157, 2067)",['Objective-C' 'Xcode' 'iOS - Swift'],1,0.0,,,,,
1092,"(17, 160, 392, 448, 508)",['Android Studio' 'Flutter' 'Ionic' 'React Native' 'Xcode'],1,0.0,,,,,
1093,"(17, 1615, 2067)",['API Integrations  ' 'Xcode' 'iOS - Swift'],1,0.0,,,,,
1094,"(17, 29, 392, 448)",['Android Studio' 'Flutter' 'Java' 'Xcode'],1,0.0,,,,,
1095,"(17,)",['Xcode'],1,0.0,,,,,
1096,"(170, 1615)",['API Integrations  ' 'Apache Solr'],1,0.0,,,,,
1097,"(170,)",['Apache Solr'],2,0.0,,,,,
1098,"(171, 249, 433, 675, 1013)",['AS3' 'AWS' 'AWS Lambda' 'Cloud' 'EC2'],1,0.0,,,,,
1099,"(171, 433, 798)",['AWS' 'EC2' 'Elastic BeanStalk'],1,0.0,,,,,
1100,"(1727, 2091)",['Data Engineering' 'PySpark'],1,0.0,,,,,
1101,"(1727,)",['PySpark'],1,0.0,,,,,
1102,"(179, 180, 513)",['Infrastructure Operations' 'Network Protocols' 'TCP/IP'],1,0.0,,,,,
1103,"(179, 2096)",['Go' 'Network Protocols'],1,0.0,,,,,
1104,"(1800, 2031)",['Electron' 'React'],1,0.0,,,,,
1105,"(1800, 2036)",['Angular' 'Electron'],1,0.0,,,,,
1106,"(1800,)",['Electron'],2,0.0,,,,,
1107,"(1821,)",['MS SQL Server'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
1108,"(183, 433)",['AWS' 'Stripe'],1,0.0,,,,,
1109,"(1849,)",['Tech Lead'],4,1.0,1.0,,,,
1110,"(185, 269, 351, 1973)",['Data Analysis' 'Excel' 'MATLAB' 'Statistics'],1,0.0,,,,,
1111,"(1855, 2036)",['Angular' 'Angular 2+'],1,3523.0,318.0,1232.0,1091.0,448.0,434.0
1112,"(1855,)",['Angular 2+'],2,3523.0,318.0,1232.0,1091.0,448.0,434.0
1113,"(188, 2031)",['D3.js' 'React'],1,24.0,12.0,8.0,,,4.0
1114,"(188, 2055)",['D3.js' 'Unity'],1,0.0,,,,,
1115,"(188, 497, 2087)","['D3.js' 'PHP, Laravel' 'Website Development']",1,0.0,,,,,
1116,"(189, 1696)",['Tableau' 'User-Centered Design'],1,0.0,,,,,
1117,"(189, 467)",['Power BI' 'Tableau'],1,0.0,,,,,
1118,"(189,)",['Tableau'],1,0.0,,,,,
1119,"(19, 111)",['REST/RESTful APIs' 'Ruby'],1,78.0,16.0,33.0,17.0,5.0,7.0
1120,"(19, 111, 120, 160)",['Node.js' 'REST/RESTful APIs' 'React Native' 'Ruby'],1,3.0,3.0,,,,
1121,"(19, 114)",['Ruby' 'SQL'],1,104.0,30.0,41.0,17.0,6.0,10.0
1122,"(19, 114, 120, 258, 980)",['Git' 'Node.js' 'REST APIs Testing' 'Ruby' 'SQL'],1,0.0,,,,,
1123,"(19, 114, 2031)",['React' 'Ruby' 'SQL'],1,23.0,14.0,9.0,,,
1124,"(19, 114, 284)",['Ruby' 'SQL' 'jQuery'],1,0.0,,,,,
1125,"(19, 114, 433)",['AWS' 'Ruby' 'SQL'],1,2.0,2.0,,,,
1126,"(19, 116, 2031)",['MongoDB' 'React' 'Ruby'],1,15.0,9.0,5.0,,,1.0
1127,"(19, 120, 158)",['Node.js' 'Ruby' 'Typescript'],1,18.0,13.0,5.0,,,
1128,"(19, 158)",['Ruby' 'Typescript'],1,38.0,17.0,15.0,4.0,1.0,1.0
1129,"(19, 165, 315)",['Elixir' 'PHP' 'Ruby'],3,0.0,,,,,
1130,"(19, 20)",['Python' 'Ruby'],2,82.0,24.0,32.0,4.0,,22.0
1131,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],1,3.0,3.0,,,,
1132,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],1,1.0,1.0,,,,
1133,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],1,0.0,,,,,
1134,"(19, 20, 60, 132)",['Firebase' 'Google Cloud Platform' 'Python' 'Ruby'],1,0.0,,,,,
1135,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",1,0.0,,,,,
1136,"(19, 20, 93, 114)",['JavaScript' 'Python' 'Ruby' 'SQL'],1,0.0,,,,,
1137,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],1,0.0,,,,,
1138,"(19, 2031)",['React' 'Ruby'],1,80.0,23.0,31.0,,1.0,25.0
1139,"(19, 26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby' 'Ruby on Rails'],1,1.0,,1.0,,,
1140,"(19, 26, 61)",['Go/Golang' 'Kubernetes' 'Ruby'],1,7.0,3.0,4.0,,,
1141,"(19, 284, 519)",['Ruby' 'Vuex' 'jQuery'],1,0.0,,,,,
1142,"(19, 30)",['Ruby' 'Ruby on Rails'],6,650.0,49.0,134.0,289.0,93.0,85.0
1143,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],1,1.0,1.0,,,,
1144,"(19, 30, 55, 86)",['Docker' 'PostgreSQL' 'Ruby' 'Ruby on Rails'],1,12.0,8.0,2.0,,,2.0
1145,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],1,0.0,,,,,
1146,"(19, 30, 86, 2031)",['PostgreSQL' 'React' 'Ruby' 'Ruby on Rails'],1,23.0,14.0,9.0,,,
1147,"(19, 30, 93)",['JavaScript' 'Ruby' 'Ruby on Rails'],1,5.0,2.0,2.0,,,1.0
1148,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],1,0.0,,,,,
1149,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],1,0.0,,,,,
1150,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],1,3.0,3.0,,,,
1151,"(19, 86)",['PostgreSQL' 'Ruby'],1,104.0,30.0,41.0,17.0,6.0,10.0
1152,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],1,0.0,,,,,
1153,"(19, 93, 114)",['JavaScript' 'Ruby' 'SQL'],1,2.0,1.0,1.0,,,
1154,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],1,0.0,,,,,
1155,"(19, 93, 433)",['AWS' 'JavaScript' 'Ruby'],1,0.0,,,,,
1156,"(19,)",['Ruby'],14,650.0,49.0,134.0,289.0,93.0,85.0
1157,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],1,0.0,,,,,
1158,"(193, 1282, 1555)",['Computer Vision' 'Mathematics' 'OpenCV'],1,0.0,,,,,
1159,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],1,0.0,,,,,
