,must_have_skill_ids_tuple,must_have_skill_names,num_must_have_skills,total_positions,chosen_sum_in_bulk_job,active_positions,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience,sk_li,single_skill,id,skill_name
3507,"(19, 116, 2031)",['MongoDB' 'React' 'Ruby'],3.0,1.0,0,0.0,15.0,9.0,5.0,,,1.0,"['19', ' 116', ' 2031']",2031,2031,React
3508,"(19, 120, 158)",['Node.js' 'Ruby' 'Typescript'],3.0,1.0,0,0.0,18.0,13.0,5.0,,,,"['19', ' 120', ' 158']",19,19,Ruby
3509,"(19, 120, 158)",['Node.js' 'Ruby' 'Typescript'],3.0,1.0,0,0.0,18.0,13.0,5.0,,,,"['19', ' 120', ' 158']",120,120,Node.js
3510,"(19, 120, 158)",['Node.js' 'Ruby' 'Typescript'],3.0,1.0,0,0.0,18.0,13.0,5.0,,,,"['19', ' 120', ' 158']",158,158,Typescript
3511,"(19, 158)",['Ruby' 'Typescript'],2.0,1.0,1,0.0,38.0,17.0,15.0,4.0,1.0,1.0,"['19', ' 158']",19,19,Ruby
3512,"(19, 158)",['Ruby' 'Typescript'],2.0,1.0,1,0.0,38.0,17.0,15.0,4.0,1.0,1.0,"['19', ' 158']",158,158,Typescript
3513,"(19, 165, 315)",['Elixir' 'PHP' 'Ruby'],3.0,3.0,3,0.0,0.0,,,,,,"['19', ' 165', ' 315']",19,19,Ruby
3514,"(19, 165, 315)",['Elixir' 'PHP' 'Ruby'],3.0,3.0,3,0.0,0.0,,,,,,"['19', ' 165', ' 315']",165,165,PHP
3515,"(19, 165, 315)",['Elixir' 'PHP' 'Ruby'],3.0,3.0,3,0.0,0.0,,,,,,"['19', ' 165', ' 315']",315,315,Elixir
3516,"(19, 20)",['Python' 'Ruby'],2.0,1.0,0,0.0,82.0,24.0,32.0,4.0,,22.0,"['19', ' 20']",19,19,Ruby
3517,"(19, 20)",['Python' 'Ruby'],2.0,1.0,0,0.0,82.0,24.0,32.0,4.0,,22.0,"['19', ' 20']",20,20,Python
3518,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",19,19,Ruby
3519,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",20,20,Python
3520,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",120,120,Node.js
3521,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",122,122,Vue.js
3522,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",165,165,PHP
3523,"(19, 20, 120, 122, 165, 2031)",['Node.js' 'PHP' 'Python' 'React' 'Ruby' 'Vue.js'],6.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 20', ' 120', ' 122', ' 165', ' 2031']",2031,2031,React
3524,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['19', ' 20', ' 120', ' 165', ' 2096']",19,19,Ruby
3525,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['19', ' 20', ' 120', ' 165', ' 2096']",20,20,Python
3526,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['19', ' 20', ' 120', ' 165', ' 2096']",120,120,Node.js
3527,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['19', ' 20', ' 120', ' 165', ' 2096']",165,165,PHP
3528,"(19, 20, 120, 165, 2096)",['Go' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['19', ' 20', ' 120', ' 165', ' 2096']",2096,2096,Go
3529,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",19,19,Ruby
3530,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",20,20,Python
3531,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",166,166,Linux 
3532,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",433,433,AWS
3533,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",2091,2091,Data Engineering
3534,"(19, 20, 166, 433, 2091, 2096)",['AWS' 'Data Engineering' 'Go' 'Linux ' 'Python' 'Ruby'],6.0,3.0,3,0.0,0.0,,,,,,"['19', ' 20', ' 166', ' 433', ' 2091', ' 2096']",2096,2096,Go
3535,"(19, 20, 60, 132)",['Firebase' 'Google Cloud Platform' 'Python' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 60', ' 132']",19,19,Ruby
3536,"(19, 20, 60, 132)",['Firebase' 'Google Cloud Platform' 'Python' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 60', ' 132']",20,20,Python
3537,"(19, 20, 60, 132)",['Firebase' 'Google Cloud Platform' 'Python' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 60', ' 132']",60,60,Google Cloud Platform
3538,"(19, 20, 60, 132)",['Firebase' 'Google Cloud Platform' 'Python' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 60', ' 132']",132,132,Firebase
3539,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",19,19,Ruby
3540,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",20,20,Python
3541,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",67,67,Kafka
3542,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",87,87,Redis
3543,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",113,113,MySQL
3544,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",165,165,PHP
3545,"(19, 20, 67, 87, 113, 165, 720)","['AWS Solutions Architecture' 'Kafka' 'MySQL' 'PHP' 'Python' 'Redis'
 'Ruby']",7.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 67', ' 87', ' 113', ' 165', ' 720']",720,720,AWS Solutions Architecture
3546,"(19, 20, 93, 114)",['JavaScript' 'Python' 'Ruby' 'SQL'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 114']",19,19,Ruby
3547,"(19, 20, 93, 114)",['JavaScript' 'Python' 'Ruby' 'SQL'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 114']",20,20,Python
3548,"(19, 20, 93, 114)",['JavaScript' 'Python' 'Ruby' 'SQL'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 114']",93,93,JavaScript
3549,"(19, 20, 93, 114)",['JavaScript' 'Python' 'Ruby' 'SQL'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 114']",114,114,SQL
3550,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 120', ' 165']",19,19,Ruby
3551,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 120', ' 165']",20,20,Python
3552,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 120', ' 165']",93,93,JavaScript
3553,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 120', ' 165']",120,120,Node.js
3554,"(19, 20, 93, 120, 165)",['JavaScript' 'Node.js' 'PHP' 'Python' 'Ruby'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 20', ' 93', ' 120', ' 165']",165,165,PHP
3555,"(19, 26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,1.0,,1.0,,,,"['19', ' 26', ' 30', ' 305']",19,19,Ruby
3556,"(19, 26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,1.0,,1.0,,,,"['19', ' 26', ' 30', ' 305']",26,26,Go/Golang
3557,"(19, 26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,1.0,,1.0,,,,"['19', ' 26', ' 30', ' 305']",30,30,Ruby on Rails
3558,"(19, 26, 30, 305)",['Go/Golang' 'Microservices' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,1.0,,1.0,,,,"['19', ' 26', ' 30', ' 305']",305,305,Microservices
3559,"(19, 26, 61)",['Go/Golang' 'Kubernetes' 'Ruby'],3.0,1.0,0,0.0,7.0,3.0,4.0,,,,"['19', ' 26', ' 61']",19,19,Ruby
3560,"(19, 26, 61)",['Go/Golang' 'Kubernetes' 'Ruby'],3.0,1.0,0,0.0,7.0,3.0,4.0,,,,"['19', ' 26', ' 61']",26,26,Go/Golang
3561,"(19, 26, 61)",['Go/Golang' 'Kubernetes' 'Ruby'],3.0,1.0,0,0.0,7.0,3.0,4.0,,,,"['19', ' 26', ' 61']",61,61,Kubernetes
3562,"(19, 284, 519)",['Ruby' 'Vuex' 'jQuery'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 284', ' 519']",19,19,Ruby
3563,"(19, 284, 519)",['Ruby' 'Vuex' 'jQuery'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 284', ' 519']",284,284,jQuery
3564,"(19, 284, 519)",['Ruby' 'Vuex' 'jQuery'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 284', ' 519']",519,519,Vuex
3565,"(19, 30)",['Ruby' 'Ruby on Rails'],2.0,7.0,3,0.0,650.0,49.0,134.0,289.0,93.0,85.0,"['19', ' 30']",19,19,Ruby
3566,"(19, 30)",['Ruby' 'Ruby on Rails'],2.0,7.0,3,0.0,650.0,49.0,134.0,289.0,93.0,85.0,"['19', ' 30']",30,30,Ruby on Rails
3567,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],5.0,1.0,1,0.0,1.0,1.0,,,,,"['19', ' 30', ' 120', ' 132', ' 158']",19,19,Ruby
3568,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],5.0,1.0,1,0.0,1.0,1.0,,,,,"['19', ' 30', ' 120', ' 132', ' 158']",30,30,Ruby on Rails
3569,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],5.0,1.0,1,0.0,1.0,1.0,,,,,"['19', ' 30', ' 120', ' 132', ' 158']",120,120,Node.js
3570,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],5.0,1.0,1,0.0,1.0,1.0,,,,,"['19', ' 30', ' 120', ' 132', ' 158']",132,132,Firebase
3571,"(19, 30, 120, 132, 158)",['Firebase' 'Node.js' 'Ruby' 'Ruby on Rails' 'Typescript'],5.0,1.0,1,0.0,1.0,1.0,,,,,"['19', ' 30', ' 120', ' 132', ' 158']",158,158,Typescript
3572,"(19, 30, 55, 86)",['Docker' 'PostgreSQL' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,12.0,8.0,2.0,,,2.0,"['19', ' 30', ' 55', ' 86']",19,19,Ruby
3573,"(19, 30, 55, 86)",['Docker' 'PostgreSQL' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,12.0,8.0,2.0,,,2.0,"['19', ' 30', ' 55', ' 86']",30,30,Ruby on Rails
3574,"(19, 30, 55, 86)",['Docker' 'PostgreSQL' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,12.0,8.0,2.0,,,2.0,"['19', ' 30', ' 55', ' 86']",55,55,Docker
3575,"(19, 30, 55, 86)",['Docker' 'PostgreSQL' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,12.0,8.0,2.0,,,2.0,"['19', ' 30', ' 55', ' 86']",86,86,PostgreSQL
3576,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 30', ' 86', ' 111', ' 1114']",19,19,Ruby
3577,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 30', ' 86', ' 111', ' 1114']",30,30,Ruby on Rails
3578,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 30', ' 86', ' 111', ' 1114']",86,86,PostgreSQL
3579,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 30', ' 86', ' 111', ' 1114']",111,111,REST/RESTful APIs
3580,"(19, 30, 86, 111, 1114)",['Cards & Payment' 'PostgreSQL' 'REST/RESTful APIs' 'Ruby' 'Ruby on Rails'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 30', ' 86', ' 111', ' 1114']",1114,1114,Cards & Payment
3581,"(19, 30, 86, 2031)",['PostgreSQL' 'React' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,23.0,14.0,9.0,,,,"['19', ' 30', ' 86', ' 2031']",19,19,Ruby
3582,"(19, 30, 86, 2031)",['PostgreSQL' 'React' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,23.0,14.0,9.0,,,,"['19', ' 30', ' 86', ' 2031']",30,30,Ruby on Rails
3583,"(19, 30, 86, 2031)",['PostgreSQL' 'React' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,23.0,14.0,9.0,,,,"['19', ' 30', ' 86', ' 2031']",86,86,PostgreSQL
3584,"(19, 30, 86, 2031)",['PostgreSQL' 'React' 'Ruby' 'Ruby on Rails'],4.0,1.0,0,0.0,23.0,14.0,9.0,,,,"['19', ' 30', ' 86', ' 2031']",2031,2031,React
3585,"(19, 30, 93)",['JavaScript' 'Ruby' 'Ruby on Rails'],3.0,1.0,0,0.0,5.0,2.0,2.0,,,1.0,"['19', ' 30', ' 93']",19,19,Ruby
3586,"(19, 30, 93)",['JavaScript' 'Ruby' 'Ruby on Rails'],3.0,1.0,0,0.0,5.0,2.0,2.0,,,1.0,"['19', ' 30', ' 93']",30,30,Ruby on Rails
3587,"(19, 30, 93)",['JavaScript' 'Ruby' 'Ruby on Rails'],3.0,1.0,0,0.0,5.0,2.0,2.0,,,1.0,"['19', ' 30', ' 93']",93,93,JavaScript
3588,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],4.0,1.0,1,0.0,0.0,,,,,,"['19', ' 30', ' 93', ' 284']",19,19,Ruby
3589,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],4.0,1.0,1,0.0,0.0,,,,,,"['19', ' 30', ' 93', ' 284']",30,30,Ruby on Rails
3590,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],4.0,1.0,1,0.0,0.0,,,,,,"['19', ' 30', ' 93', ' 284']",93,93,JavaScript
3591,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],4.0,1.0,1,0.0,0.0,,,,,,"['19', ' 30', ' 93', ' 284']",284,284,jQuery
3592,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 55', ' 63', ' 836']",19,19,Ruby
3593,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 55', ' 63', ' 836']",55,55,Docker
3594,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 55', ' 63', ' 836']",63,63,CI/CD
3595,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],4.0,1.0,0,0.0,0.0,,,,,,"['19', ' 55', ' 63', ' 836']",836,836,AWS DevOps
3596,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 61', ' 86', ' 87']",19,19,Ruby
3597,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 61', ' 86', ' 87']",61,61,Kubernetes
3598,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 61', ' 86', ' 87']",86,86,PostgreSQL
3599,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['19', ' 61', ' 86', ' 87']",87,87,Redis
3600,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 86', ' 93', ' 113', ' 387']",19,19,Ruby
3601,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 86', ' 93', ' 113', ' 387']",86,86,PostgreSQL
3602,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 86', ' 93', ' 113', ' 387']",93,93,JavaScript
3603,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 86', ' 93', ' 113', ' 387']",113,113,MySQL
3604,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],5.0,1.0,0,0.0,0.0,,,,,,"['19', ' 86', ' 93', ' 113', ' 387']",387,387,HTML
3605,"(19, 93, 114)",['JavaScript' 'Ruby' 'SQL'],3.0,1.0,0,0.0,2.0,1.0,1.0,,,,"['19', ' 93', ' 114']",19,19,Ruby
3606,"(19, 93, 114)",['JavaScript' 'Ruby' 'SQL'],3.0,1.0,0,0.0,2.0,1.0,1.0,,,,"['19', ' 93', ' 114']",93,93,JavaScript
3607,"(19, 93, 114)",['JavaScript' 'Ruby' 'SQL'],3.0,1.0,0,0.0,2.0,1.0,1.0,,,,"['19', ' 93', ' 114']",114,114,SQL
3608,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 93', ' 120', ' 158', ' 2031']",19,19,Ruby
3609,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 93', ' 120', ' 158', ' 2031']",93,93,JavaScript
3610,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 93', ' 120', ' 158', ' 2031']",120,120,Node.js
3611,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 93', ' 120', ' 158', ' 2031']",158,158,Typescript
3612,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],5.0,1.0,1,0.0,0.0,,,,,,"['19', ' 93', ' 120', ' 158', ' 2031']",2031,2031,React
3613,"(19, 93, 433)",['AWS' 'JavaScript' 'Ruby'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 93', ' 433']",19,19,Ruby
3614,"(19, 93, 433)",['AWS' 'JavaScript' 'Ruby'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 93', ' 433']",93,93,JavaScript
3615,"(19, 93, 433)",['AWS' 'JavaScript' 'Ruby'],3.0,1.0,0,0.0,0.0,,,,,,"['19', ' 93', ' 433']",433,433,AWS
3616,"(19,)",['Ruby'],1.0,13.0,7,0.0,650.0,49.0,134.0,289.0,93.0,85.0,"['19', '']",19,19,Ruby
3617,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],4.0,1.0,0,0.0,0.0,,,,,,"['192', ' 242', ' 483', ' 2092']",192,192,Big Data
3618,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],4.0,1.0,0,0.0,0.0,,,,,,"['192', ' 242', ' 483', ' 2092']",242,242,Airflow
3619,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],4.0,1.0,0,0.0,0.0,,,,,,"['192', ' 242', ' 483', ' 2092']",483,483,Distributed Systems
3620,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],4.0,1.0,0,0.0,0.0,,,,,,"['192', ' 242', ' 483', ' 2092']",2092,2092,Data Pipelines
3621,"(193, 1282, 1555)",['Computer Vision' 'Mathematics' 'OpenCV'],3.0,1.0,0,0.0,0.0,,,,,,"['193', ' 1282', ' 1555']",193,193,Computer Vision
3622,"(193, 1282, 1555)",['Computer Vision' 'Mathematics' 'OpenCV'],3.0,1.0,0,0.0,0.0,,,,,,"['193', ' 1282', ' 1555']",1282,1282,OpenCV
3623,"(193, 1282, 1555)",['Computer Vision' 'Mathematics' 'OpenCV'],3.0,1.0,0,0.0,0.0,,,,,,"['193', ' 1282', ' 1555']",1555,1555,Mathematics
3624,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 204', ' 267']",193,193,Computer Vision
3625,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 204', ' 267']",200,200,Image Recognition
3626,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 204', ' 267']",204,204,Deep Learning Algorithms
3627,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 204', ' 267']",267,267,Video
3628,"(193, 200, 268, 541)",['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 268', ' 541']",193,193,Computer Vision
3629,"(193, 200, 268, 541)",['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 268', ' 541']",200,200,Image Recognition
3630,"(193, 200, 268, 541)",['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 268', ' 541']",268,268,Machine Learning
3631,"(193, 200, 268, 541)",['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],4.0,1.0,0,0.0,0.0,,,,,,"['193', ' 200', ' 268', ' 541']",541,541,Deep Learning
3632,"(193, 268)",['Computer Vision' 'Machine Learning'],2.0,4.0,0,1.0,0.0,,,,,,"['193', ' 268']",193,193,Computer Vision
3633,"(193, 268)",['Computer Vision' 'Machine Learning'],2.0,4.0,0,1.0,0.0,,,,,,"['193', ' 268']",268,268,Machine Learning
3634,"(1938, 2036)",['Angular' 'UX Design'],2.0,1.0,0,0.0,11.0,4.0,4.0,,2.0,1.0,"['1938', ' 2036']",1938,1938,UX Design
3635,"(1938, 2036)",['Angular' 'UX Design'],2.0,1.0,0,0.0,11.0,4.0,4.0,,2.0,1.0,"['1938', ' 2036']",2036,2036,Angular
