,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
1030,"(19, 30, 93)",['JavaScript' 'Ruby' 'Ruby on Rails'],1.0,1.0,0,['JavaScript' 'Ruby' 'Ruby on Rails'],1,5.0,2.0,2.0,,,1.0
1031,"(19, 30, 93, 284)",['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],2.0,0.0,1,['JavaScript' 'Ruby' 'Ruby on Rails' 'jQuery'],1,0.0,,,,,
1032,"(19, 55, 63, 836)",['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],1.0,1.0,0,['AWS DevOps' 'CI/CD' 'Docker' 'Ruby'],1,0.0,,,,,
1033,"(19, 61, 86, 87)",['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],1.0,0.0,0,['Kubernetes' 'PostgreSQL' 'Redis' 'Ruby'],1,3.0,3.0,,,,
1034,"(19, 86, 93, 113, 387)",['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],1.0,0.0,0,['HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'Ruby'],1,0.0,,,,,
1035,"(19, 93, 114)",['JavaScript' 'Ruby' 'SQL'],1.0,0.0,0,['JavaScript' 'Ruby' 'SQL'],1,2.0,1.0,1.0,,,
1036,"(19, 93, 120, 158, 2031)",['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],1.0,1.0,1,['JavaScript' 'Node.js' 'React' 'Ruby' 'Typescript'],1,0.0,,,,,
1037,"(19, 93, 433)",['AWS' 'JavaScript' 'Ruby'],1.0,0.0,0,['AWS' 'JavaScript' 'Ruby'],1,0.0,,,,,
1038,"(19,)",['Ruby'],13.0,7.0,7,['Ruby'],14,650.0,49.0,134.0,289.0,93.0,85.0
1039,"(192, 242, 483, 2092)",['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],1.0,0.0,0,['Airflow' 'Big Data' 'Data Pipelines' 'Distributed Systems'],1,0.0,,,,,
1040,"(193, 1282, 1555)",['Computer Vision' 'Mathematics' 'OpenCV'],1.0,0.0,0,['Computer Vision' 'Mathematics' 'OpenCV'],1,0.0,,,,,
1041,"(193, 200, 204, 267)",['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],1.0,0.0,0,['Computer Vision' 'Deep Learning Algorithms' 'Image Recognition' 'Video'],1,0.0,,,,,
1042,"(193, 200, 268, 541)",['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],1.0,0.0,0,['Computer Vision' 'Deep Learning' 'Image Recognition' 'Machine Learning'],1,0.0,,,,,
1043,"(193, 268)",['Computer Vision' 'Machine Learning'],3.0,0.0,0,['Computer Vision' 'Machine Learning'],4,0.0,,,,,
1044,"(1938, 2036)",['Angular' 'UX Design'],1.0,0.0,0,['Angular' 'UX Design'],1,11.0,4.0,4.0,,2.0,1.0
1045,"(1938, 2067, 2099)",['SwiftUI' 'UX Design' 'iOS - Swift'],1.0,1.0,1,['SwiftUI' 'UX Design' 'iOS - Swift'],1,2.0,1.0,1.0,,,
1046,"(1938, 2114)",['Designer' 'UX Design'],1.0,0.0,0,['Designer' 'UX Design'],1,509.0,24.0,48.0,273.0,147.0,17.0
1047,"(1938,)",['UX Design'],6.0,2.0,2,['UX Design'],5,509.0,24.0,48.0,273.0,147.0,17.0
1048,"(1939, 2115)",['Automation Testing' 'QA'],1.0,1.0,1,['Automation Testing' 'QA'],3,793.0,32.0,72.0,467.0,172.0,50.0
1049,"(1939,)",['Automation Testing'],6.0,4.0,4,['Automation Testing'],6,793.0,32.0,72.0,467.0,172.0,50.0
1050,"(194, 200, 268, 1057)","['Artificial Intelligence' 'Image Recognition' 'Machine Learning'
 'Natural Language Processing (NLP)']",1.0,0.0,1,"['Artificial Intelligence' 'Image Recognition' 'Machine Learning'
 'Natural Language Processing (NLP)']",1,0.0,,,,,
1051,"(194, 2031)",['Natural Language Processing (NLP)' 'React'],1.0,0.0,0,['Natural Language Processing (NLP)' 'React'],1,0.0,,,,,
1052,"(194, 204, 268, 710, 2091)","['Data Engineering' 'Deep Learning Algorithms' 'Machine Learning'
 'Natural Language Processing (NLP)' 'Python for Data Science']",1.0,0.0,0,"['Data Engineering' 'Deep Learning Algorithms' 'Machine Learning'
 'Natural Language Processing (NLP)' 'Python for Data Science']",1,0.0,,,,,
1053,"(194, 268)",['Machine Learning' 'Natural Language Processing (NLP)'],1.0,0.0,0,['Machine Learning' 'Natural Language Processing (NLP)'],2,0.0,,,,,
1054,"(194, 268, 1057)","['Artificial Intelligence' 'Machine Learning'
 'Natural Language Processing (NLP)']",1.0,0.0,1,"['Artificial Intelligence' 'Machine Learning'
 'Natural Language Processing (NLP)']",2,0.0,,,,,
1055,"(194, 268, 2091)",['Data Engineering' 'Machine Learning' 'Natural Language Processing (NLP)'],1.0,0.0,0,['Data Engineering' 'Machine Learning' 'Natural Language Processing (NLP)'],1,0.0,,,,,
1056,"(194, 305)",['Microservices' 'Natural Language Processing (NLP)'],1.0,0.0,0,['Microservices' 'Natural Language Processing (NLP)'],1,0.0,,,,,
1057,"(194, 411)",['Data Science' 'Natural Language Processing (NLP)'],1.0,0.0,0,['Data Science' 'Natural Language Processing (NLP)'],1,0.0,,,,,
1058,"(194,)",['Natural Language Processing (NLP)'],1.0,0.0,1,['Natural Language Processing (NLP)'],2,0.0,,,,,
1059,"(1943,)",['Azure DevOps'],4.0,0.0,2,['Azure DevOps'],5,48.0,9.0,15.0,21.0,,3.0
1060,"(1968,)",['ASP.NET Web Forms'],1.0,0.0,0,['ASP.NET Web Forms'],1,1522.0,151.0,611.0,434.0,240.0,86.0
1061,"(1970, 2031)",['React' 'SPA'],1.0,0.0,0,['React' 'SPA'],1,0.0,,,,,
1062,"(2, 122, 158, 2031, 2036)",['Angular' 'React' 'Selenium' 'Typescript' 'Vue.js'],1.0,0.0,0,['Angular' 'React' 'Selenium' 'Typescript' 'Vue.js'],1,0.0,,,,,
1063,"(2, 1690, 1939, 2115)",['Automation Testing' 'QA' 'Selenium' 'Software Testing'],1.0,0.0,0,['Automation Testing' 'QA' 'Selenium' 'Software Testing'],1,0.0,,,,,
1064,"(2, 1733)",['Selenium' 'UIPath'],1.0,0.0,1,['Selenium' 'UIPath'],1,0.0,,,,,
1065,"(2, 19, 449)",['Ruby' 'Selenium' 'WebScrape'],2.0,0.0,1,['Ruby' 'Selenium' 'WebScrape'],2,0.0,,,,,
1066,"(2, 1939)",['Automation Testing' 'Selenium'],4.0,3.0,1,['Automation Testing' 'Selenium'],3,0.0,,,,,
1067,"(2, 20, 107, 387, 526)",['CSS' 'HTML' 'Python' 'Selenium' 'WordPress'],1.0,0.0,0,['CSS' 'HTML' 'Python' 'Selenium' 'WordPress'],1,0.0,,,,,
1068,"(2, 20, 55, 341, 2031)",['Docker' 'Jira' 'Python' 'React' 'Selenium'],1.0,0.0,0,['Docker' 'Jira' 'Python' 'React' 'Selenium'],1,0.0,,,,,
1069,"(2, 20, 73, 341)",['GitHub' 'Jira' 'Python' 'Selenium'],1.0,0.0,0,['GitHub' 'Jira' 'Python' 'Selenium'],1,0.0,,,,,
1070,"(2, 20, 93, 158, 387, 944, 2036, 2096)","['Angular' 'Go' 'HTML' 'JavaScript' 'Puppeteer' 'Python' 'Selenium'
 'Typescript']",1.0,0.0,0,"['Angular' 'Go' 'HTML' 'JavaScript' 'Puppeteer' 'Python' 'Selenium'
 'Typescript']",1,0.0,,,,,
1071,"(2, 258, 2115)",['Git' 'QA' 'Selenium'],1.0,0.0,0,['Git' 'QA' 'Selenium'],1,0.0,,,,,
1072,"(2, 29, 1939, 2115)",['Automation Testing' 'Java' 'QA' 'Selenium'],1.0,0.0,0,['Automation Testing' 'Java' 'QA' 'Selenium'],1,0.0,,,,,
1073,"(2, 29, 298, 1615, 1690)",['API Integrations  ' 'Java' 'OOP' 'Selenium' 'Software Testing'],1.0,0.0,0,['API Integrations  ' 'Java' 'OOP' 'Selenium' 'Software Testing'],1,0.0,,,,,
1074,"(2, 29, 359)",['Java' 'Jenkins' 'Selenium'],1.0,0.0,0,['Java' 'Jenkins' 'Selenium'],1,0.0,,,,,
1075,"(2, 29, 359, 980)",['Java' 'Jenkins' 'REST APIs Testing' 'Selenium'],5.0,5.0,0,['Java' 'Jenkins' 'REST APIs Testing' 'Selenium'],1,0.0,,,,,
1076,"(2, 3, 20, 86, 114, 359, 922, 2115)","['Jenkins' 'PostgreSQL' 'Python' 'QA' 'RabbitMQ' 'SQL' 'Selenium'
 'Selenium WebDriver']",1.0,0.0,0,"['Jenkins' 'PostgreSQL' 'Python' 'QA' 'RabbitMQ' 'SQL' 'Selenium'
 'Selenium WebDriver']",1,0.0,,,,,
1077,"(2, 359, 1822)",['Automation Test Toolkit' 'Jenkins' 'Selenium'],1.0,0.0,0,['Automation Test Toolkit' 'Jenkins' 'Selenium'],1,0.0,,,,,
1078,"(2, 63, 1314)",['CI/CD' 'Cypress' 'Selenium'],1.0,0.0,0,['CI/CD' 'Cypress' 'Selenium'],1,0.0,,,,,
1079,"(2, 63, 386, 1939)",['Automation Testing' 'CI/CD' 'Manual Testing' 'Selenium'],1.0,0.0,0,['Automation Testing' 'CI/CD' 'Manual Testing' 'Selenium'],1,0.0,,,,,
1080,"(2, 91, 114, 120, 944)",['C#' 'Node.js' 'Puppeteer' 'SQL' 'Selenium'],1.0,0.0,0,['C#' 'Node.js' 'Puppeteer' 'SQL' 'Selenium'],1,0.0,,,,,
1081,"(2, 93, 359)",['JavaScript' 'Jenkins' 'Selenium'],1.0,1.0,0,['JavaScript' 'Jenkins' 'Selenium'],1,0.0,,,,,
1082,"(20, 1013)",['AWS Lambda' 'Python'],3.0,2.0,2,['AWS Lambda' 'Python'],2,103.0,33.0,45.0,3.0,,22.0
1083,"(20, 1013, 1059)",['AWS Lambda' 'Python' 'Web API'],2.0,0.0,1,['AWS Lambda' 'Python' 'Web API'],2,0.0,,,,,
1084,"(20, 1013, 1250)",['AWS Lambda' 'GitLab' 'Python'],1.0,0.0,0,['AWS Lambda' 'GitLab' 'Python'],1,0.0,,,,,
1085,"(20, 104, 221)",['Python' 'Scala' 'Spark'],1.0,0.0,0,['Python' 'Scala' 'Spark'],1,11.0,5.0,6.0,,,
1086,"(20, 104, 242)",['Airflow' 'Python' 'Scala'],1.0,0.0,0,['Airflow' 'Python' 'Scala'],1,0.0,,,,,
1087,"(20, 104, 268)",['Machine Learning' 'Python' 'Scala'],1.0,1.0,1,['Machine Learning' 'Python' 'Scala'],1,9.0,2.0,6.0,,,1.0
1088,"(20, 105, 113, 120)",['MySQL' 'Node.js' 'Python' 'Swift'],1.0,0.0,0,['MySQL' 'Node.js' 'Python' 'Swift'],1,2.0,2.0,,,,
1089,"(20, 105, 159, 433)",['AWS' 'GraphQL' 'Python' 'Swift'],1.0,0.0,0,['AWS' 'GraphQL' 'Python' 'Swift'],1,0.0,,,,,
1090,"(20, 105, 160)",['Python' 'React Native' 'Swift'],1.0,0.0,0,['Python' 'React Native' 'Swift'],1,6.0,2.0,3.0,,,1.0
1091,"(20, 1059)",['Python' 'Web API'],2.0,0.0,0,['Python' 'Web API'],2,0.0,,,,,
1092,"(20, 1059, 2084)",['Data Analyst' 'Python' 'Web API'],1.0,0.0,0,['Data Analyst' 'Python' 'Web API'],1,0.0,,,,,
1093,"(20, 107, 114, 387)",['CSS' 'HTML' 'Python' 'SQL'],3.0,3.0,2,['CSS' 'HTML' 'Python' 'SQL'],3,9.0,9.0,,,,
1094,"(20, 107, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'Python' 'React'],1.0,0.0,0,['CSS' 'HTML' 'Node.js' 'Python' 'React'],1,3.0,3.0,,,,
1095,"(20, 107, 387, 1615)",['API Integrations  ' 'CSS' 'HTML' 'Python'],1.0,0.0,0,['API Integrations  ' 'CSS' 'HTML' 'Python'],1,0.0,,,,,
1096,"(20, 107, 433)",['AWS' 'CSS' 'Python'],1.0,0.0,0,['AWS' 'CSS' 'Python'],1,0.0,,,,,
1097,"(20, 111)",['Python' 'REST/RESTful APIs'],2.0,0.0,2,['Python' 'REST/RESTful APIs'],2,830.0,245.0,339.0,24.0,10.0,212.0
1098,"(20, 111, 114, 159)",['GraphQL' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['GraphQL' 'Python' 'REST/RESTful APIs' 'SQL'],1,18.0,16.0,1.0,,1.0,
1099,"(20, 111, 114, 1615)",['API Integrations  ' 'Python' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['API Integrations  ' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1100,"(20, 111, 114, 2113)",['Celery' 'Python' 'REST/RESTful APIs' 'SQL'],2.0,2.0,0,['Celery' 'Python' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
1101,"(20, 111, 116)",['MongoDB' 'Python' 'REST/RESTful APIs'],1.0,0.0,1,['MongoDB' 'Python' 'REST/RESTful APIs'],1,62.0,40.0,16.0,1.0,1.0,4.0
1102,"(20, 111, 120, 287, 305)",['Microservices' 'NoSQL' 'Node.js' 'Python' 'REST/RESTful APIs'],1.0,1.0,0,['Microservices' 'NoSQL' 'Node.js' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1103,"(20, 111, 124, 769, 836, 2031)","['AWS DevOps' 'Python' 'REST/RESTful APIs' 'React' 'Software Architecture'
 'Software Development']",1.0,0.0,0,"['AWS DevOps' 'Python' 'REST/RESTful APIs' 'React' 'Software Architecture'
 'Software Development']",1,0.0,,,,,
1104,"(20, 111, 158, 433, 2031)",['AWS' 'Python' 'REST/RESTful APIs' 'React' 'Typescript'],1.0,0.0,0,['AWS' 'Python' 'REST/RESTful APIs' 'React' 'Typescript'],1,3.0,3.0,,,,
1105,"(20, 111, 216, 256)",['Data Warehousing' 'Pandas' 'Python' 'REST/RESTful APIs'],1.0,0.0,0,['Data Warehousing' 'Pandas' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1106,"(20, 111, 249, 2061)",['Cloud' 'MS SQLServer' 'Python' 'REST/RESTful APIs'],6.0,6.0,1,['Cloud' 'MS SQLServer' 'Python' 'REST/RESTful APIs'],2,0.0,,,,,
1107,"(20, 111, 264, 802)",['JSON' 'Python' 'REST/RESTful APIs' 'SOAP'],1.0,0.0,0,['JSON' 'Python' 'REST/RESTful APIs' 'SOAP'],1,0.0,,,,,
1108,"(20, 111, 287)",['NoSQL' 'Python' 'REST/RESTful APIs'],1.0,0.0,0,['NoSQL' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1109,"(20, 111, 411)",['Data Science' 'Python' 'REST/RESTful APIs'],10.0,10.0,0,['Data Science' 'Python' 'REST/RESTful APIs'],1,0.0,,,,,
1110,"(20, 111, 433)",['AWS' 'Python' 'REST/RESTful APIs'],1.0,0.0,0,['AWS' 'Python' 'REST/RESTful APIs'],2,9.0,7.0,1.0,,1.0,
1111,"(20, 111, 433, 2031)",['AWS' 'Python' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['AWS' 'Python' 'REST/RESTful APIs' 'React'],1,3.0,3.0,,,,
1112,"(20, 113)",['MySQL' 'Python'],1.0,0.0,1,['MySQL' 'Python'],1,2980.0,358.0,949.0,133.0,30.0,1510.0
1113,"(20, 113, 116, 1151)",['MariaDB' 'MongoDB' 'MySQL' 'Python'],1.0,0.0,0,['MariaDB' 'MongoDB' 'MySQL' 'Python'],1,0.0,,,,,
1114,"(20, 113, 122, 433)",['AWS' 'MySQL' 'Python' 'Vue.js'],1.0,0.0,0,['AWS' 'MySQL' 'Python' 'Vue.js'],1,3.0,2.0,,,1.0,
1115,"(20, 113, 165, 2031)",['MySQL' 'PHP' 'Python' 'React'],1.0,0.0,0,['MySQL' 'PHP' 'Python' 'React'],1,26.0,22.0,4.0,,,
1116,"(20, 113, 2031)",['MySQL' 'Python' 'React'],1.0,0.0,0,['MySQL' 'Python' 'React'],1,114.0,79.0,26.0,,,9.0
1117,"(20, 113, 223, 433)",['AWS' 'MySQL' 'Python' 'Tensorflow'],1.0,0.0,0,['AWS' 'MySQL' 'Python' 'Tensorflow'],1,4.0,1.0,2.0,,1.0,
1118,"(20, 113, 312)",['MySQL' 'Perl' 'Python'],1.0,0.0,0,['MySQL' 'Perl' 'Python'],1,9.0,4.0,5.0,,,
1119,"(20, 113, 558, 559, 1436, 1727)",['Azure Data Lake' 'Azure Databricks' 'MySQL' 'PySpark' 'Python' 'T-SQL'],1.0,0.0,1,['Azure Data Lake' 'Azure Databricks' 'MySQL' 'PySpark' 'Python' 'T-SQL'],1,0.0,,,,,
1120,"(20, 113, 559, 1436, 1727)",['Azure Data Lake' 'MySQL' 'PySpark' 'Python' 'T-SQL'],1.0,0.0,1,['Azure Data Lake' 'MySQL' 'PySpark' 'Python' 'T-SQL'],1,0.0,,,,,
1121,"(20, 114)",['Python' 'SQL'],22.0,10.0,4,['Python' 'SQL'],14,2980.0,358.0,949.0,133.0,30.0,1510.0
1122,"(20, 114, 116)",['MongoDB' 'Python' 'SQL'],1.0,0.0,1,['MongoDB' 'Python' 'SQL'],1,115.0,63.0,38.0,,1.0,13.0
1123,"(20, 114, 120)",['Node.js' 'Python' 'SQL'],1.0,0.0,0,['Node.js' 'Python' 'SQL'],1,187.0,119.0,60.0,,2.0,6.0
1124,"(20, 114, 120, 1615, 2031)",['API Integrations  ' 'Node.js' 'Python' 'React' 'SQL'],1.0,0.0,0,['API Integrations  ' 'Node.js' 'Python' 'React' 'SQL'],1,0.0,,,,,
1125,"(20, 114, 120, 165, 358)",['Laravel' 'Node.js' 'PHP' 'Python' 'SQL'],1.0,0.0,0,['Laravel' 'Node.js' 'PHP' 'Python' 'SQL'],1,24.0,21.0,2.0,,1.0,
1126,"(20, 114, 120, 720)",['AWS Solutions Architecture' 'Node.js' 'Python' 'SQL'],1.0,0.0,0,['AWS Solutions Architecture' 'Node.js' 'Python' 'SQL'],1,35.0,31.0,4.0,,,
1127,"(20, 114, 125, 433)",['API Design' 'AWS' 'Python' 'SQL'],1.0,1.0,0,['API Design' 'AWS' 'Python' 'SQL'],1,0.0,,,,,
1128,"(20, 114, 1299)",['Back-End Development' 'Python' 'SQL'],1.0,0.0,0,['Back-End Development' 'Python' 'SQL'],1,0.0,,,,,
1129,"(20, 114, 1300)",['ETL' 'Python' 'SQL'],2.0,0.0,0,['ETL' 'Python' 'SQL'],2,0.0,,,,,
1130,"(20, 114, 1464)",['Code Analysis' 'Python' 'SQL'],2.0,1.0,0,['Code Analysis' 'Python' 'SQL'],1,0.0,,,,,
1131,"(20, 114, 158, 1300, 1849, 2031, 2096)",['ETL' 'Go' 'Python' 'React' 'SQL' 'Tech Lead' 'Typescript'],1.0,0.0,0,['ETL' 'Go' 'Python' 'React' 'SQL' 'Tech Lead' 'Typescript'],1,0.0,,,,,
1132,"(20, 114, 158, 1300, 2031, 2096)",['ETL' 'Go' 'Python' 'React' 'SQL' 'Typescript'],1.0,0.0,0,['ETL' 'Go' 'Python' 'React' 'SQL' 'Typescript'],1,0.0,,,,,
1133,"(20, 114, 165, 318, 1025, 2117)",['E-Commerce' 'Magento' 'PHP' 'Python' 'SQL' 'Shopify'],1.0,1.0,0,['E-Commerce' 'Magento' 'PHP' 'Python' 'SQL' 'Shopify'],1,0.0,,,,,
1134,"(20, 114, 166, 1300, 2091)",['Data Engineering' 'ETL' 'Linux ' 'Python' 'SQL'],1.0,0.0,0,['Data Engineering' 'ETL' 'Linux ' 'Python' 'SQL'],1,0.0,,,,,
1135,"(20, 114, 167, 1300)",['Algorithms and Data Structures' 'ETL' 'Python' 'SQL'],1.0,0.0,0,['Algorithms and Data Structures' 'ETL' 'Python' 'SQL'],1,0.0,,,,,
1136,"(20, 114, 168)",['Hadoop' 'Python' 'SQL'],2.0,0.0,1,['Hadoop' 'Python' 'SQL'],2,0.0,,,,,
1137,"(20, 114, 1727)",['PySpark' 'Python' 'SQL'],1.0,0.0,0,['PySpark' 'Python' 'SQL'],1,0.0,,,,,
1138,"(20, 114, 173, 192, 268, 287)",['Big Data' 'Linux Tools ' 'Machine Learning' 'NoSQL' 'Python' 'SQL'],1.0,0.0,0,['Big Data' 'Linux Tools ' 'Machine Learning' 'NoSQL' 'Python' 'SQL'],1,0.0,,,,,
1139,"(20, 114, 186)",['Python' 'R' 'SQL'],1.0,0.0,1,['Python' 'R' 'SQL'],1,0.0,,,,,
1140,"(20, 114, 189)",['Python' 'SQL' 'Tableau'],2.0,1.0,1,['Python' 'SQL' 'Tableau'],2,0.0,,,,,
1141,"(20, 114, 192, 249, 1300)",['Big Data' 'Cloud' 'ETL' 'Python' 'SQL'],1.0,0.0,1,['Big Data' 'Cloud' 'ETL' 'Python' 'SQL'],1,0.0,,,,,
1142,"(20, 114, 192, 249, 268, 1300)",['Big Data' 'Cloud' 'ETL' 'Machine Learning' 'Python' 'SQL'],1.0,0.0,1,['Big Data' 'Cloud' 'ETL' 'Machine Learning' 'Python' 'SQL'],1,0.0,,,,,
1143,"(20, 114, 2031)",['Python' 'React' 'SQL'],2.0,0.0,0,['Python' 'React' 'SQL'],3,114.0,79.0,26.0,,,9.0
1144,"(20, 114, 2084)",['Data Analyst' 'Python' 'SQL'],1.0,0.0,0,['Data Analyst' 'Python' 'SQL'],1,763.0,50.0,219.0,19.0,3.0,472.0
1145,"(20, 114, 2091)",['Data Engineering' 'Python' 'SQL'],3.0,0.0,1,['Data Engineering' 'Python' 'SQL'],4,878.0,115.0,314.0,27.0,2.0,420.0
1146,"(20, 114, 2115)",['Python' 'QA' 'SQL'],1.0,0.0,1,['Python' 'QA' 'SQL'],1,25.0,11.0,11.0,,,3.0
1147,"(20, 114, 216, 287)",['NoSQL' 'Pandas' 'Python' 'SQL'],1.0,0.0,0,['NoSQL' 'Pandas' 'Python' 'SQL'],1,0.0,,,,,
1148,"(20, 114, 221, 2092)",['Data Pipelines' 'Python' 'SQL' 'Spark'],1.0,0.0,0,['Data Pipelines' 'Python' 'SQL' 'Spark'],1,0.0,,,,,
1149,"(20, 114, 242, 433)",['AWS' 'Airflow' 'Python' 'SQL'],2.0,1.0,0,['AWS' 'Airflow' 'Python' 'SQL'],2,0.0,,,,,
1150,"(20, 114, 249)",['Cloud' 'Python' 'SQL'],1.0,0.0,0,['Cloud' 'Python' 'SQL'],1,0.0,,,,,
1151,"(20, 114, 249, 268, 1300)",['Cloud' 'ETL' 'Machine Learning' 'Python' 'SQL'],3.0,0.0,1,['Cloud' 'ETL' 'Machine Learning' 'Python' 'SQL'],1,0.0,,,,,
1152,"(20, 114, 256, 1196, 2092)",['Data Pipelines' 'Data Warehousing' 'Finance' 'Python' 'SQL'],1.0,0.0,0,['Data Pipelines' 'Data Warehousing' 'Finance' 'Python' 'SQL'],1,0.0,,,,,
1153,"(20, 114, 264)",['JSON' 'Python' 'SQL'],1.0,0.0,0,['JSON' 'Python' 'SQL'],1,0.0,,,,,
1154,"(20, 114, 268)",['Machine Learning' 'Python' 'SQL'],4.0,0.0,1,['Machine Learning' 'Python' 'SQL'],2,912.0,78.0,273.0,29.0,1.0,531.0
1155,"(20, 114, 268, 1300)",['ETL' 'Machine Learning' 'Python' 'SQL'],1.0,0.0,0,['ETL' 'Machine Learning' 'Python' 'SQL'],1,0.0,,,,,
1156,"(20, 114, 268, 394)",['Data Modeling' 'Machine Learning' 'Python' 'SQL'],1.0,1.0,0,['Data Modeling' 'Machine Learning' 'Python' 'SQL'],1,0.0,,,,,
1157,"(20, 114, 268, 411, 433)",['AWS' 'Data Science' 'Machine Learning' 'Python' 'SQL'],1.0,0.0,0,['AWS' 'Data Science' 'Machine Learning' 'Python' 'SQL'],1,0.0,,,,,
1158,"(20, 114, 287, 2091, 2132)",['AWS RDS' 'Data Engineering' 'NoSQL' 'Python' 'SQL'],1.0,0.0,1,['AWS RDS' 'Data Engineering' 'NoSQL' 'Python' 'SQL'],1,0.0,,,,,
1159,"(20, 114, 298, 1464)",['Code Analysis' 'OOP' 'Python' 'SQL'],2.0,1.0,0,['Code Analysis' 'OOP' 'Python' 'SQL'],1,0.0,,,,,
1160,"(20, 114, 341, 1847)",['Communication' 'Jira' 'Python' 'SQL'],1.0,0.0,1,['Communication' 'Jira' 'Python' 'SQL'],1,0.0,,,,,
1161,"(20, 114, 411)",['Data Science' 'Python' 'SQL'],1.0,0.0,0,['Data Science' 'Python' 'SQL'],1,0.0,,,,,
1162,"(20, 114, 411, 433)",['AWS' 'Data Science' 'Python' 'SQL'],1.0,1.0,0,['AWS' 'Data Science' 'Python' 'SQL'],1,0.0,,,,,
1163,"(20, 114, 433)",['AWS' 'Python' 'SQL'],5.0,3.0,3,['AWS' 'Python' 'SQL'],5,36.0,16.0,17.0,,1.0,2.0
1164,"(20, 114, 433, 2091)",['AWS' 'Data Engineering' 'Python' 'SQL'],1.0,0.0,0,['AWS' 'Data Engineering' 'Python' 'SQL'],1,15.0,8.0,5.0,,1.0,1.0
1165,"(20, 114, 433, 2092)",['AWS' 'Data Pipelines' 'Python' 'SQL'],2.0,2.0,1,['AWS' 'Data Pipelines' 'Python' 'SQL'],2,0.0,,,,,
1166,"(20, 114, 558, 1727, 2092)",['Azure Databricks' 'Data Pipelines' 'PySpark' 'Python' 'SQL'],1.0,1.0,0,['Azure Databricks' 'Data Pipelines' 'PySpark' 'Python' 'SQL'],1,0.0,,,,,
1167,"(20, 114, 558, 559)",['Azure Data Lake' 'Azure Databricks' 'Python' 'SQL'],1.0,0.0,1,['Azure Data Lake' 'Azure Databricks' 'Python' 'SQL'],1,0.0,,,,,
1168,"(20, 116)",['MongoDB' 'Python'],1.0,0.0,0,['MongoDB' 'Python'],1,188.0,84.0,70.0,1.0,2.0,31.0
1169,"(20, 116, 1013)",['AWS Lambda' 'MongoDB' 'Python'],1.0,0.0,0,['AWS Lambda' 'MongoDB' 'Python'],1,7.0,4.0,3.0,,,
1170,"(20, 116, 1367)",['Django Rest Framework' 'MongoDB' 'Python'],1.0,0.0,0,['Django Rest Framework' 'MongoDB' 'Python'],1,37.0,23.0,7.0,,1.0,6.0
1171,"(20, 116, 159)",['GraphQL' 'MongoDB' 'Python'],1.0,0.0,0,['GraphQL' 'MongoDB' 'Python'],1,14.0,12.0,1.0,,1.0,
1172,"(20, 116, 2036, 2107)",['Angular' 'MongoDB' 'Nest.js' 'Python'],2.0,0.0,0,['Angular' 'MongoDB' 'Nest.js' 'Python'],2,0.0,,,,,
1173,"(20, 1196, 2031)",['Finance' 'Python' 'React'],1.0,0.0,0,['Finance' 'Python' 'React'],1,0.0,,,,,
1174,"(20, 120)",['Node.js' 'Python'],18.0,14.0,4,['Node.js' 'Python'],14,543.0,203.0,218.0,37.0,15.0,70.0
1175,"(20, 120, 1057, 2031, 2091)",['Artificial Intelligence' 'Data Engineering' 'Node.js' 'Python' 'React'],1.0,0.0,0,['Artificial Intelligence' 'Data Engineering' 'Node.js' 'Python' 'React'],1,0.0,,,,,
1176,"(20, 120, 122)",['Node.js' 'Python' 'Vue.js'],3.0,0.0,1,['Node.js' 'Python' 'Vue.js'],3,101.0,64.0,28.0,3.0,1.0,5.0
1177,"(20, 120, 122, 158)",['Node.js' 'Python' 'Typescript' 'Vue.js'],2.0,1.0,2,['Node.js' 'Python' 'Typescript' 'Vue.js'],2,36.0,31.0,3.0,1.0,1.0,
1178,"(20, 120, 122, 433)",['AWS' 'Node.js' 'Python' 'Vue.js'],1.0,0.0,1,['AWS' 'Node.js' 'Python' 'Vue.js'],1,3.0,2.0,,,1.0,
